PG.ProteinGroups,PG.Genes,ConditionNorm_N40_N_2,ConditionNorm_N40_N_3,ConditionNorm_N40_N_4,ConditionNorm_N40_N_5,ConditionNorm_N41_N_1,ConditionNorm_N41_N_2,ConditionNorm_N41_N_3,ConditionNorm_N41_N_4,ConditionNorm_N41_N_5,MedianConditionNormN40N,MedianConditionNormN41N,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog(adj.P.Val),TotalPeptidesOverallInGene,
Q9H5L6,THAP9,1.00E-07,1.00E-07,0.027888667,1.00E-07,1.00E-07,1.00E-07,0.000352881,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.006883947,0.003530269,1.017266329,0.34580395,0.508476992,-7.774212469,"103,411",0.293728694,6,
P10619,CTSA,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.013455397,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.003363824,0.001682012,-1.016680566,0.346062278,0.508773638,-7.774805045,"54,466",0.2934754,7,
Q9NS00,C1GALT1,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.013409045,1.00E-07,1.00E-07,1.00E-07,-0.003352236,0.001676218,-1.016559371,0.346115745,0.508773638,-7.774927619,"42,203",0.2934754,10,
Q8WUA7,TBC1D22A,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.013308558,1.00E-07,0.12279317,1.00E-07,1.00E-07,-0.003327115,0.001663657,-1.016292429,0.346233535,0.508865883,-7.775197562,"59,121",0.293396666,8,
Q8IUZ5,PHYKPL,1.00E-07,1.00E-07,1.00E-07,0.013180885,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.047496684,1.00E-07,1.00E-07,0.003295196,0.001647698,1.015944733,0.346387006,0.50901053,-7.775549089,"49,711",0.293273233,4,
Q7L804,RAB11FIP2,1.00E-07,1.00E-07,0.013032155,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.003258014,0.001629107,1.01552721,0.346571368,0.50920052,-7.775971097,"58,279",0.293111162,7,
Q8TCX5,RHPN1,1.00E-07,1.00E-07,1.00E-07,0.012805527,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.042104733,1.00E-07,1.00E-07,0.003201357,0.001600778,1.014863876,0.346864433,0.509486056,-7.776641299,"76,292",0.292867698,2,
Q7L3T8,PARS2,0.01279688,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.003199195,0.001599697,1.014837892,0.346875916,0.509486056,-7.776667545,"53,263",0.292867698,12,
Q5T0F9,CC2D1B,0.007099384,1.00E-07,0.875128039,0.043538534,0.008203636,1.00E-07,0.005877628,0.066989899,1.00E-07,0.025318959,0.005877628,0.211173699,0.125854665,1.014603362,0.346979582,0.509496338,-7.776904423,"94,224",0.292858933,10,
Q99807,COQ7,0.012685332,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.003171308,0.001585754,1.014498108,0.347026115,0.509496338,-7.777010718,"24,277",0.292858933,6,
Q5XPI4,RNF123,1.00E-07,1.00E-07,0.01266528,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.003166295,0.001583248,1.014436112,0.347053525,0.509496338,-7.777073323,"148,515",0.292858933,22,
O00142,TK2,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.012629078,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.003157245,0.001578722,-1.014323463,0.347103335,0.509496338,-7.777187073,"31,005",0.292858933,2,
P49585,PCYT1A,0.121221842,0.165444596,0.10056598,0.171339328,0.145990828,0.193404317,0.137788171,0.164219713,0.173999787,0.143333219,0.164219713,-0.020707821,0.149996847,-1.013348732,0.347534568,0.51000158,-7.778170941,"41,731",0.292428479,11,
Q9Y3C0,WASHC3,0.01228637,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.003071567,0.001535884,1.013209268,0.347596303,0.51000158,-7.778311656,"21,173",0.292428479,3,
P26583,HMGB2,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.009541166,1.00E-07,9.54E-05,1.00E-07,1.00E-07,1.00E-07,-0.002409081,0.001204641,-1.012891213,0.347737126,0.51000158,-7.778632513,"24,034",0.292428479,10,
Q8WZ74,CTTNBP2,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.012187372,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.003046818,0.001523509,-1.012870516,0.347746291,0.51000158,-7.77865339,"181,051",0.292428479,12,
Q9UG56,PISD,0.205413508,0.260751274,0.132782449,0.115074896,0.164733689,0.063278675,0.119482102,0.193843614,0.134965829,0.169097979,0.134965829,0.043171012,0.156920026,1.012841398,0.347759186,0.51000158,-7.77868276,"46,672",0.292428479,7,
Q96MF6,COQ10A,1.00E-07,1.00E-07,0.012166419,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.00304158,0.00152089,1.012797799,0.347778495,0.51000158,-7.778726736,"27,686",0.292428479,4,
Q6P4E1,CASC4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.568517274,4.992713875,1.012556674,0.347885296,0.510077299,-7.77896992,"48,864",0.292364004,NA,
P50135,HNMT,1.00E-07,0.012024634,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.003006133,0.001503167,1.012296142,0.348000723,0.510165639,-7.77923263,"33,295",0.292288796,8,
Q9UNH7,SNX6,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.011890157,1.00E-07,1.00E-07,0.0126151,1.00E-07,1.00E-07,-0.002972514,0.001486357,-1.011804392,0.348218672,0.510404223,-7.779728356,"46,649",0.292085741,17,
P51178,PLCD1,0.065675514,0.044568384,0.055358363,0.024005572,0.116866823,1.00E-07,0.085046866,0.093379031,0.050048288,0.049963373,0.085046866,-0.026421247,0.060612582,-1.011286567,0.348448294,0.510659839,-7.78025018,"85,665",0.291868296,20,
Q7RTP6,MICAL3,0.044982864,0.098918938,0.119638306,0.073207426,0.027349807,0.077038558,0.041900469,0.100127823,0.048906774,0.086063182,0.048906774,0.02258272,0.072895524,1.010158995,0.348948715,0.511270331,-7.781385788,"224,295",0.291349408,28,
Q8NHQ9,DDX55,1.00E-07,1.00E-07,0.000178193,1.00E-07,1.00E-07,1.00E-07,0.015864938,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.003921686,0.002005466,-1.010098778,0.348975455,0.511270331,-7.781446409,"68,547",0.291349408,16,
Q9UL54,TAOK2,0.118680645,0.145477907,0.077169057,0.151169513,0.140187965,0.094470548,0.181190213,0.180551383,0.164704755,0.132079276,0.164704755,-0.025975747,0.136112154,-1.009491112,0.349245392,0.511513489,-7.782057998,"138,251",0.291142909,18,
Q9H173,SIL1,0.054833666,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.049889851,0.173204189,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.042065068,0.034741026,-1.00947608,0.349252072,0.511513489,-7.782073124,"52,085",0.291142909,5,
P52429,DGKE,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.011246357,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.002811564,0.001405882,-1.009212518,0.349369204,0.511604001,-7.782338302,"63,927",0.291066068,7,
P19086,GNAZ,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.011216737,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.002804159,0.00140218,-1.009082947,0.3494268,0.511607314,-7.782468649,"40,924",0.291063255,13,
Q9BX68,HINT2,0.023206694,1.00E-07,1.00E-07,0.008152707,0.008376659,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.004076404,1.00E-07,0.005745661,0.00496707,1.008902426,0.349507055,0.511643799,-7.78265023,"17,162",0.291032285,5,
Q9UJ68,MSRA,0.113479804,0.040336273,0.162081962,0.221406687,0.15456938,0.11921654,1.00E-07,0.064403282,0.087430525,0.137780883,0.087430525,0.049778856,0.109436754,1.008680249,0.34960585,0.511707407,-7.782873681,"26,132",0.290978296,5,
Q16630,CPSF6,0.034836719,0.040465532,0.051703889,0.033319353,0.039473397,0.051161172,0.034890912,0.067764365,0.053466256,0.037651126,0.051161172,-0.008241088,0.044201917,-1.008343856,0.349755475,0.511845382,-7.783211933,"59,210",0.29086121,15,
Q8NBR6,MINDY2,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.010872624,0.173597523,1.00E-07,1.00E-07,-0.002718131,0.001359165,-1.007503196,0.350129616,0.512229523,-7.784056881,"67,106",0.290535394,6,
Q6ZW49,PAXIP1,0.010865523,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.094239779,1.00E-07,1.00E-07,0.002716356,0.001358278,1.007469093,0.350144801,0.512229523,-7.784091147,"121,341",0.290535394,18,
Q9BXB5,OSBPL10,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.010843747,1.00E-07,1.00E-07,1.00E-07,-0.002710912,0.001355556,-1.007364103,0.350191551,0.512229523,-7.784196635,"83,970",0.290535394,4,
Q9BRZ2,TRIM56,0.010821511,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.002705353,0.001352776,1.007256281,0.350239568,0.512229523,-7.784304959,"81,488",0.290535394,13,
O43164,PJA2,4.547891871,4.769657596,4.445828972,4.836301792,4.885726148,41.25099286,3.671102769,4.65987544,3.703020914,4.658774734,4.65987544,-8.967004247,9.133422181,-1.006739532,0.350469764,0.512485124,-7.784823997,"78,214",0.290318736,5,
P53007,SLC25A1,0.010615342,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.00265381,0.001327005,1.006225795,0.350698738,0.512738856,-7.785339818,"34,013",0.29010377,17,
Q2NKX8,ERCC6L,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.010531416,1.00E-07,1.00E-07,1.00E-07,0.01948729,1.00E-07,1.00E-07,-0.002632829,0.001316514,-1.005789833,0.35089314,0.512941971,-7.785777399,"141,103",0.289931764,33,
Q8TEA7,TBCK,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.010460368,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.002615067,0.001307634,-1.005412995,0.351061245,0.513084529,-7.786155524,"100,679",0.28981108,22,
Q8N4A0,GALNT4,1.00E-07,1.00E-07,1.00E-07,0.010411121,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.002602755,0.001301478,1.005147504,0.351179718,0.513084529,-7.786421861,"66,666",0.28981108,7,
Q14191,WRN,0.167825225,0.087058569,0.151199359,0.16948911,0.101959393,0.152152896,0.153715872,0.036891356,0.183094478,0.159512292,0.152152896,0.032713186,0.127536472,1.005092635,0.351204207,0.513084529,-7.786476899,"162,461",0.28981108,28,
B2RTY4,MYO9A,1.00E-07,0.005334293,1.00E-07,0.040467698,1.00E-07,1.00E-07,0.112387455,0.043274249,0.136178567,0.002667196,0.043274249,-0.027464928,0.025183012,-1.005073761,0.351212631,0.513084529,-7.78649583,"292,706",0.28981108,32,
P55212,CASP6,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.010336445,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.002584086,0.001292143,-1.00473807,0.351362486,0.513222361,-7.786832498,"33,310",0.28969443,9,
Q969I6,SLC38A4,0.025149705,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.867003628,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.210463481,0.111519242,-1.004209169,0.351598694,0.513435259,-7.787362772,"60,764",0.28951431,2,
P02462,COL4A1,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.01023408,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.002558495,0.001279347,-1.004163039,0.351619301,0.513435259,-7.787409013,"160,611",0.28951431,1,
Q6XQN6,NAPRT,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.010114447,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.002528587,0.001264393,-1.003470077,0.351928983,0.513806313,-7.788103444,"57,578",0.289200564,11,
Q9Y281,CFL2,1.00E-07,1.00E-07,0.010046186,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.002511522,0.001255861,1.003064206,0.352110465,0.513990111,-7.788510013,"18,737",0.289045237,7,
Q14112,NID2,1.295552645,1.252840167,1.275212871,1.400185,1.673844479,1.370679066,1.184173795,1.405870396,1.393110832,1.285382758,1.393110832,-0.102694263,1.357294802,-1.002033196,0.352571805,0.514582307,-7.789542257,"151,254",0.288545151,23,
P36915,GNL1,0.063480862,0.056413836,0.058864105,0.049100667,0.065817606,0.046900506,0.05450519,0.026236718,0.023989252,0.057638971,0.046900506,0.008599863,0.052664936,1.001529755,0.35279725,0.514830078,-7.790046019,"68,661",0.288336088,20,
Q96BW1,UPRT,0.009758314,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.002439554,0.001219877,1.001263787,0.352916399,0.51492268,-7.790312083,"33,786",0.288257979,3,
Q08378,GOLGA3,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.009725765,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.002431416,0.001215808,-1.001050739,0.353011863,0.514980701,-7.79052517,"167,355",0.288209046,50,
O00623,PEX12,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.009705161,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.002426265,0.001213233,-1.000914839,0.353072769,0.514988298,-7.790661077,"40,797",0.288202639,5,
Q96JQ0,DCHS1,0.346640926,1.265147126,0.346705475,1.143215536,1.063549959,1.927053549,1.114376325,0.490786741,0.483885935,0.744960506,1.063549959,-0.373514378,0.962184455,-1.000644621,0.353193896,0.515083717,-7.790931271,"346,181",0.288122179,8,
Q8IVS2,MCAT,0.009599628,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.002399882,0.001200041,1.00020589,0.35339063,0.51528935,-7.791369848,"42,962",0.287948833,15,
Q01804,OTUD4,1.00E-07,0.009538595,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.002384624,0.001192412,0.999785808,0.353579083,0.515482845,-7.791789651,"124,045",0.287785783,17,
Q02153,GUCY1B1,2.566698544,4.465369919,0.819743245,0.815308995,4.84112354,1.912612588,3.491799823,2.581387729,3.722770132,1.693220895,3.491799823,-1.039950744,2.686755548,-0.999645574,0.353642011,0.515493305,-7.791929763,"70,514",0.287776971,4,
Q969S9,GFM2,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.009478005,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.002369476,0.001184838,-0.999361262,0.353769618,0.515571,-7.792213784,"86,601",0.287711519,23,
P15259,PGAM2,1.00E-07,1.00E-07,0.009466298,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.00236655,0.001183375,0.999278359,0.353806835,0.515571,-7.792296591,"28,766",0.287711519,5,
Q99622,C12orf57,1.00E-07,1.00E-07,1.00E-07,0.009410448,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.002352587,0.001176394,0.998878857,0.353986219,0.515751116,-7.79269556,"13,178",0.287559823,3,
Q8TCE6,FAM45A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.223014022,1.727529201,0.998461042,0.354173903,0.515943266,-7.793112693,"40,513",0.287398051,NA,
Q96EU6,RRP36,1.256738575,1.515654387,1.546218238,1.315811001,1.736141641,1.462409509,1.312226988,1.565509198,1.738904984,1.415732694,1.565509198,-0.110466284,1.463838692,-0.99812243,0.354326066,0.515972738,-7.793450658,"29,823",0.287373244,5,
P35244,RPA3,0.000423145,1.00E-07,1.00E-07,0.004268126,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.000211623,1.00E-07,0.001172768,0.000586484,0.998104336,0.354334199,0.515972738,-7.793468716,"13,569",0.287373244,6,
P40123,CAP2,0.007874704,0.029421402,0.026363371,0.039563986,0.025173058,0.005338479,0.032993241,1.00E-07,0.009013463,0.027892387,0.009013463,0.009929646,0.020841043,0.998043485,0.35436155,0.515972738,-7.793529441,"52,824",0.287373244,24,
Q96E17,RAB3C,1.00E-07,0.002484725,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.070456516,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.016992948,0.00911773,-0.996894582,0.354878261,0.516643741,-7.79467546,"25,952",0.286808828,5,
P46926,GNPDA1,0.042048459,0.037753298,0.00881216,0.032688033,0.045068776,0.018473286,0.045697165,0.052962593,0.053972719,0.035220665,0.045697165,-0.010224967,0.035437971,-0.995868019,0.355340451,0.517235172,-7.795698628,"32,669",0.28631195,10,
Q9NV64,TMEM39A,1.00E-07,0.00896649,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.002241597,0.001120899,0.995452775,0.355527542,0.517426043,-7.79611228,"55,667",0.286151716,2,
Q9BZA7,PCDH11X,28.62297408,102.8778852,28.62303863,85.97221499,1.00E-07,68.13238932,70.83047252,1.00E-07,1.00E-07,57.29762681,1.00E-07,26.78331272,48.13237187,0.995199386,0.355641746,0.517510793,-7.796364635,"147,558",0.286080588,1,
Q6UXK2,ISLR2,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.008911961,1.00E-07,1.00E-07,1.00E-07,-0.002227965,0.001114083,-0.994998961,0.355732098,0.517549347,-7.796564208,"78,990",0.286048235,7,
Q9H3G5,CPVL,1.00E-07,1.00E-07,1.00E-07,0.008899277,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.002224794,0.001112497,0.994892296,0.355780191,0.517549347,-7.796670409,"54,164",0.286048235,16,
P12235,SLC25A4,0.082225547,0.080830936,0.075161995,0.085260921,0.037412143,0.09001624,0.068348818,0.082283256,0.09661457,0.081528241,0.082283256,0.011354735,0.075192482,0.99473047,0.355853164,0.517574069,-7.796831513,"33,064",0.28602749,6,
Q9H0F7,ARL6,0.013553964,1.00E-07,0.070372566,1.00E-07,1.00E-07,0.010268707,0.00831528,1.00E-07,1.00E-07,0.006777032,1.00E-07,0.016335636,0.012813865,0.994189307,0.35609728,0.517847665,-7.797370125,"21,097",0.285797978,9,
Q9NZM4,BICRA,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.008778452,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.002194588,0.001097394,-0.993854676,0.356248296,0.517985807,-7.797703071,"158,490",0.28568214,11,
Q9H4A3,WNK1,0.284124194,0.264630209,0.229851868,0.219559249,0.248390498,0.143634592,0.235656351,0.255086522,0.180275103,0.247241039,0.235656351,0.02884939,0.235116685,0.993721893,0.356308234,0.517991499,-7.797835163,"250,794",0.285677368,19,
P51398,DAP3,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.008714451,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.002178588,0.001089394,-0.993288855,0.356503761,0.518194273,-7.798265855,"45,566",0.285507391,22,
Q13835,PKP1,1.00E-07,0.00870015,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.002175012,0.001087606,0.99316085,0.356561574,0.518196842,-7.798393141,"82,861",0.285505238,1,
O95786,DDX58,1.00E-07,0.00862171,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.048616446,1.00E-07,1.00E-07,0.002155402,0.001077801,0.992448271,0.356883544,0.518583255,-7.799101494,"106,600",0.285181511,6,
Q9H9A5,CNOT10,0.032190545,0.045991541,0.021363865,0.038793202,0.015763248,0.03443309,0.024928834,0.036109692,0.022429796,0.035491873,0.024928834,0.006776072,0.031196752,0.992007447,0.35708284,0.518791316,-7.799539517,"82,310",0.285007302,23,
Q8NCB2,CAMKV,0.082441837,0.090403135,0.122433606,0.108191902,0.106369902,0.091574816,0.095129305,0.056812293,0.078016507,0.099297518,0.091574816,0.013396041,0.0941696,0.991446034,0.357336779,0.519036955,-7.800097156,"54,354",0.28480172,21,
P19634,SLC9A1,0.620109254,0.584613082,0.664603973,0.5967845,0.829957336,0.588338961,0.645463255,0.620861176,0.768140312,0.608446877,0.645463255,-0.05462748,0.643841442,-0.991385464,0.357364185,0.519036955,-7.800157305,"90,763",0.28480172,10,
Q9HB21,PLEKHA1,1.00E-07,1.00E-07,1.00E-07,0.017697918,1.00E-07,0.426566043,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.102217031,0.05553307,-0.990851866,0.357605689,0.519306142,-7.800687077,"45,553",0.284576541,5,
Q9NWU1,OXSM,1.00E-07,1.00E-07,0.008423427,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.002105832,0.001053016,0.990564811,0.357735662,0.519413306,-7.800971988,"48,843",0.284486929,11,
P51648,ALDH3A2,0.008384145,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.002096011,0.001048106,0.990177067,0.357911284,0.519496357,-7.801356738,"54,848",0.284417494,19,
Q6PCT2,FBXL19,0.022070622,0.090841152,0.028865354,0.067218262,0.19426596,0.09059781,1.00E-07,0.088418833,0.035193687,0.048041808,0.088418833,-0.041071829,0.072784761,-0.990086433,0.357952345,0.519496357,-7.801446657,"75,707",0.284417494,13,
P42568,MLLT3,1.271531963,1.827136492,1.663435148,0.902795083,1.143870572,44.60148676,0.776998406,0.923453478,0.783364373,1.467483555,0.923453478,-10.44522763,6.638838488,-0.990066402,0.35796142,0.519496357,-7.801466528,"63,351",0.284417494,7,
Q9BTX1,NDC1,0.008285751,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.002071413,0.001035806,0.989183601,0.358361565,0.519995454,-7.802342029,"76,305",0.284000453,14,
P14415,ATP1B2,0.467351369,0.248098885,0.262019143,0.193943278,0.222492748,0.24257794,0.227301776,0.248492898,0.176208607,0.255059014,0.227301776,0.057636828,0.264034755,0.988802989,0.358534193,0.52016431,-7.802719316,"33,367",0.28385945,10,
Q969R8,ITFG2,1.00E-07,0.008203261,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.00205079,0.001025495,0.988325427,0.358750884,0.520397031,-7.803192556,"49,313",0.28366519,6,
Q9Y3A3,MOB4,0.067295035,0.133052905,0.098585258,0.119332268,0.092749312,0.077195936,0.122081546,0.042710481,0.07209447,0.108958763,0.077195936,0.020882048,0.094125343,0.988150866,0.358830116,0.520430314,-7.803365494,"26,032",0.283637415,8,
Q14108,SCARB2,0.069188468,0.068464653,0.047201453,0.016693246,0.04005806,0.02302902,0.045985788,0.041548757,0.015671002,0.057833053,0.04005806,0.012731549,0.044021181,0.987608394,0.359076427,0.520705873,-7.803902782,"54,290",0.283407524,18,
P48029,SLC6A8,0.234366547,0.134050869,0.044752982,0.146350064,0.122282587,0.076713938,0.10899658,0.09906854,0.123225451,0.140200467,0.10899658,0.038114704,0.120822764,0.98676651,0.359458949,0.521178837,-7.804736191,"70,523",0.283013227,6,
Q05469,LIPE,0.244855567,0.223948066,0.155993231,0.234135849,0.170788995,0.275820044,0.432019696,0.211975239,0.284144236,0.229041957,0.275820044,-0.057917815,0.243692086,-0.986378839,0.3596352,0.521352628,-7.805119783,"116,598",0.282868433,9,
Q709C8,VPS13C,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.007988909,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.001997202,0.000998701,-0.985981259,0.359816027,0.521532996,-7.805513064,"422,390",0.282718209,100,
Q9Y487,ATP6V0A2,0.104635609,0.084027708,0.109228917,0.097338444,0.073281515,0.190281112,0.121447533,0.106353549,0.083796902,0.100987027,0.106353549,-0.024033258,0.110824298,-0.98509014,0.360221583,0.52203899,-7.806394125,"98,082",0.28229706,14,
Q9UPR5,SLC8A2,1.00E-07,0.639630214,1.00E-07,1.00E-07,1.00E-07,0.030550446,1.00E-07,1.00E-07,0.011535196,1.00E-07,1.00E-07,0.152269942,0.083772658,0.984101417,0.360671977,0.522550024,-7.807371,"100,368",0.281872128,11,
O60336,MAPKBP1,1.00E-07,1.00E-07,1.00E-07,0.009924792,0.207921776,1.00E-07,1.00E-07,1.00E-07,0.245344386,1.00E-07,1.00E-07,-0.049499246,0.027230896,-0.98406792,0.360687243,0.522550024,-7.807404082,"163,818",0.281872128,2,
Q8TCA0,LRRC20,0.007812596,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.001953124,0.000976662,0.983920589,0.360754397,0.522565433,-7.807549582,"20,509",0.281859322,8,
Q99470,SDF2,1.00E-07,0.025012541,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.517646788,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.123158562,0.067832491,-0.98349544,0.360948236,0.522764316,-7.807969358,"23,026",0.281694065,6,
P10412,HIST1H1E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026032996,0.037974435,0.981974418,0.361642384,0.523687625,-7.809470056,"21,865",0.280927689,NA,
Q9ULT0,TTC7A,0.007573887,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.001893447,0.000946823,0.980921267,0.362123621,0.524302381,-7.81050813,"96,185",0.28041817,17,
P57087,JAM2,2.350715505,1.867890888,1.635602558,3.266883019,1.07742181,1.042173885,2.722653064,2.186994485,3.416210479,2.109303196,2.186994485,0.522962182,2.018791902,0.980521295,0.36230652,0.52448506,-7.81090216,"33,207",0.280266878,4,
Q9UQ26,RIMS2,1.00E-07,1.00E-07,4.489715095,0.018502596,1.00E-07,1.00E-07,0.253110826,1.00E-07,0.291009418,0.009251348,1.00E-07,1.063776691,0.595166127,0.98036367,0.362378618,0.52450731,-7.81105741,"160,403",0.280248454,18,
