,baseMean,log2FoldChange,pvalue,padj,gene_name,present in APEX-RNCseq lyso?,present in APEX-RNCseq cyto?,present in FULL APEX-RNCseq lyso,present in FULL APEX-RNC cyto list,present in p300,present in Psig,present in Fsig
ENSG00000058804.12,157.2454376,1.369712479,2.30E-18,3.31E-17,NDC1,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000238045.9,484.4455041,1.368630467,2.29E-31,4.73E-30,AC009133.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000180096.12,76.89968021,1.368578201,6.35E-13,7.46E-12,SEPTIN1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000160075.12,636.1286956,1.368499092,1.95E-26,3.55E-25,SSU72,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000066427.24,596.3892654,1.368207506,2.49E-30,5.02E-29,ATXN3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000285253.1,361.4495953,1.36515773,8.54E-25,1.50E-23,AC090517.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000010256.11,168.8923045,1.364977123,7.44E-09,6.99E-08,UQCRC1,yes,#N/A,yes,#N/A,yes,#N/A,yes
ENSG00000129595.13,902.8556861,1.364767757,3.31E-31,6.82E-30,EPB41L4A,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000182923.17,405.2675361,1.364130226,1.60E-29,3.16E-28,CEP63,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000285399.2,83.07457642,1.363724013,1.45E-12,1.67E-11,AC104162.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000138029.14,232.0683178,1.363642169,1.49E-23,2.51E-22,HADHB,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000183878.15,421.0540467,1.363445109,1.49E-19,2.22E-18,UTY,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000100911.16,115.1363799,1.363393684,3.39E-17,4.68E-16,PSME2,#N/A,#N/A,#N/A,#N/A,yes,#N/A,yes
ENSG00000182196.13,315.9055635,1.363288475,2.08E-17,2.89E-16,ARL6IP4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000141431.12,2064.290848,1.363179663,9.42E-32,1.97E-30,ASXL3,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000115464.15,4219.563919,1.362187059,2.41E-26,4.37E-25,USP34,yes,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000111832.13,543.7725302,1.362084568,1.44E-31,3.01E-30,RWDD1,yes,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000178440.7,187.1397744,1.362072514,1.70E-15,2.21E-14,TIMM23B-AGAP6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000275740.1,648.5001428,1.362015698,1.75E-31,3.63E-30,AC091959.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000256966.6,247.4760696,1.361621486,9.25E-22,1.47E-20,AL513165.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000015592.16,1236.888447,1.361259169,4.37E-35,9.75E-34,STMN4,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000100804.19,235.5597952,1.360663538,4.83E-22,7.76E-21,PSMB5,yes,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000134014.17,593.7094227,1.360019258,1.78E-37,4.17E-36,ELP3,#N/A,#N/A,#N/A,#N/A,yes,#N/A,yes
ENSG00000132507.18,778.3534904,1.359532146,2.61E-27,4.89E-26,EIF5A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000153157.13,85.97789867,1.358898575,1.83E-10,1.89E-09,SYCP2L,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000197857.13,285.0648784,1.35810018,4.12E-18,5.87E-17,ZNF44,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000181163.13,3571.572201,1.357954011,6.36E-24,1.08E-22,NPM1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000128585.18,720.0637838,1.357478739,6.85E-30,1.37E-28,MKLN1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000156206.14,8.484601503,1.357124965,0.006824917,0.027609389,CFAP161,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000185608.8,94.36357326,1.35598212,2.32E-14,2.89E-13,MRPL40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000159459.12,1177.982801,1.355346287,6.58E-32,1.38E-30,UBR1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000162441.12,595.1183328,1.355250338,6.86E-35,1.52E-33,LZIC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000130035.8,367.7552461,1.354509877,1.45E-32,3.09E-31,GALNT8,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000135040.16,811.5521742,1.354223864,2.84E-26,5.13E-25,NAA35,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000152939.17,25.44738376,1.354108996,3.20E-06,2.44E-05,MARVELD2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000214776.12,48.91962562,1.353927899,1.84E-08,1.68E-07,AC092821.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000259905.7,247.495531,1.35334434,2.42E-15,3.12E-14,PWRN1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000258830.1,646.3532405,1.353013511,1.57E-26,2.87E-25,AC137834.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000187514.16,5608.496441,1.352739985,6.98E-20,1.05E-18,PTMA,#N/A,#N/A,#N/A,yes,#N/A,yes,yes
ENSG00000187796.14,23.18771083,1.352154942,4.11E-05,0.000275829,CARD9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000186166.9,216.7293596,1.351319862,5.48E-18,7.78E-17,CCDC84,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000141759.15,601.1677169,1.350907135,1.24E-23,2.09E-22,TXNL4A,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000057663.16,264.4106611,1.350610877,2.82E-21,4.42E-20,ATG5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000244097.1,12.93383253,1.35045424,0.002477018,0.01154926,RPS4XP17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000126005.17,164.6900405,1.350353889,1.02E-15,1.34E-14,MMP24OS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000164008.16,327.1307902,1.349651301,1.43E-26,2.60E-25,C1orf50,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000115350.12,60.38576284,1.349301795,1.25E-09,1.23E-08,POLE4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000165698.16,36.40221504,1.348851779,2.08E-07,1.77E-06,SPACA9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000113658.18,458.5830993,1.347761631,7.01E-28,1.33E-26,SMAD5,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000197535.14,8260.544334,1.346909418,2.72E-40,6.85E-39,MYO5A,#N/A,yes,#N/A,yes,#N/A,#N/A,yes
ENSG00000100503.23,962.7818137,1.346743645,2.98E-26,5.38E-25,NIN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000286331.1,11.87035203,1.346633724,0.001385668,0.006917536,AC011388.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000145248.7,31.65606782,1.346420738,1.17E-05,8.38E-05,SLC10A4,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000166780.11,1277.946255,1.346401124,9.54E-41,2.44E-39,BMERB1,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000170634.13,166.9948371,1.346273922,7.83E-18,1.11E-16,ACYP2,#N/A,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000288044.1,7.963546975,1.346197605,0.010392782,0.039006973,AL096870.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000104131.13,783.8492448,1.345633866,2.40E-38,5.76E-37,EIF3J,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000200314.1,630.2999333,1.345545509,0.000110219,0.00069032,Y_RNA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000184009.12,10569.52131,1.345280252,1.31E-27,2.46E-26,ACTG1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000115998.7,170.3448821,1.34509719,1.53E-21,2.42E-20,C2orf42,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000261130.5,148.5482334,1.344949991,1.87E-11,2.03E-10,AC140504.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000116138.13,425.4757308,1.343618059,1.38E-27,2.60E-26,DNAJC16,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000198554.12,84.99130036,1.343514067,8.56E-15,1.08E-13,WDHD1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000154743.18,197.357901,1.342923318,1.16E-22,1.89E-21,TSEN2,#N/A,#N/A,#N/A,yes,#N/A,yes,#N/A
ENSG00000145147.20,2231.570019,1.342688935,3.62E-23,6.05E-22,SLIT2,#N/A,#N/A,#N/A,yes,#N/A,yes,yes
ENSG00000253347.1,11.31901846,1.34215371,0.00474146,0.020269082,AC040934.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000073803.14,970.7136997,1.34174115,4.12E-31,8.46E-30,MAP3K13,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000126261.13,1770.030046,1.341295677,1.97E-21,3.10E-20,UBA2,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000102580.15,301.0348484,1.341245009,8.98E-20,1.35E-18,DNAJC3,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000164627.18,102.0742312,1.340160993,6.56E-12,7.30E-11,KIF6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000152193.8,609.1554644,1.339967606,2.49E-36,5.72E-35,OBI1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000197321.14,161.2320283,1.339869814,1.62E-17,2.26E-16,SVIL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000273088.2,121.4110439,1.33956242,2.68E-14,3.33E-13,AL713999.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000229419.1,125.9533852,1.338596236,1.31E-09,1.29E-08,RALGAPA1P1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000167971.16,413.9594774,1.338366601,2.22E-13,2.67E-12,CASKIN1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000224622.1,10.99005617,1.337672386,0.006217728,0.025524515,OR9R1P,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000107186.16,1079.431337,1.337491247,1.30E-23,2.20E-22,MPDZ,#N/A,#N/A,#N/A,#N/A,yes,yes,yes
ENSG00000185261.14,166.7731016,1.33661435,1.41E-16,1.91E-15,KIAA0825,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000157456.8,21.41746346,1.336604427,0.000118951,0.000740192,CCNB2,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000145242.13,391.274976,1.335042051,4.70E-27,8.72E-26,EPHA5,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000240571.1,39.05048894,1.334690445,4.36E-06,3.28E-05,AC087071.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000130332.15,85.66568204,1.334590605,2.14E-11,2.32E-10,LSM7,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000229502.5,21.86226956,1.3344475,5.73E-05,0.00037641,AL391863.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000186395.8,209.6215947,1.334424236,1.85E-13,2.22E-12,KRT10,#N/A,#N/A,#N/A,#N/A,#N/A,yes,#N/A
ENSG00000227676.4,17.54592152,1.334320078,0.000143525,0.000880985,LINC01068,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000160408.14,61.15031722,1.333906075,7.53E-10,7.52E-09,ST6GALNAC6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000067840.12,631.4374198,1.333750481,2.65E-11,2.85E-10,PDZD4,#N/A,yes,#N/A,yes,yes,#N/A,#N/A
ENSG00000129292.20,848.9195474,1.333744721,1.70E-18,2.46E-17,PHF20L1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000103202.13,98.19523933,1.333675198,2.45E-12,2.79E-11,NME4,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000115286.20,100.2422847,1.333656235,3.46E-08,3.13E-07,NDUFS7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000213409.4,19.58224064,1.333517821,0.000452261,0.002531604,C1QBPP2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000163811.12,671.2129152,1.333103272,1.96E-27,3.67E-26,WDR43,yes,#N/A,yes,#N/A,yes,yes,yes
ENSG00000008294.21,2282.959545,1.332670358,7.94E-30,1.58E-28,SPAG9,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000205078.6,23.57368786,1.3320965,8.41E-06,6.14E-05,SYCE1L,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000182901.16,447.3793596,1.331372356,1.16E-27,2.19E-26,RGS7,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000131373.15,133.361009,1.33094462,6.34E-15,8.06E-14,HACL1,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000273025.1,589.4455408,1.330722872,2.45E-20,3.74E-19,AC009690.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000137871.20,478.3592427,1.330676833,1.24E-26,2.28E-25,ZNF280D,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000104435.13,15073.42123,1.330586402,2.18E-26,3.96E-25,STMN2,#N/A,#N/A,#N/A,yes,#N/A,yes,yes
ENSG00000122707.12,127.8820049,1.329894047,3.01E-17,4.17E-16,RECK,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000163645.15,25.8333821,1.329439308,2.85E-05,0.000195038,ERICH6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000251138.7,59.28212988,1.328919503,1.04E-07,9.11E-07,AC090015.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000112367.10,427.6335121,1.328444134,3.00E-22,4.86E-21,FIG4,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000187109.14,4273.076422,1.328104121,8.32E-22,1.32E-20,NAP1L1,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000255539.1,48.02652108,1.328019963,3.28E-08,2.96E-07,AP002336.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000230729.1,41.97059785,1.327800781,5.58E-08,4.96E-07,AL160270.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000029153.14,329.6603886,1.325264062,1.45E-27,2.73E-26,ARNTL2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000280721.1,16.97399843,1.324519707,0.000328342,0.00188444,LINC01943,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000262302.1,211.3946754,1.3241568,5.88E-22,9.41E-21,AC003688.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000167543.16,19.76094513,1.322646457,7.10E-05,0.000459429,TP53I13,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000221821.4,8.779270076,1.322536921,0.005741256,0.023879374,C6orf226,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000227480.2,13.12325592,1.321449812,0.002116931,0.010052676,CCDC148-AS1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000105472.13,16.87918435,1.321247306,0.000465929,0.002598969,CLEC11A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000163697.17,1529.194423,1.320052763,5.70E-31,1.17E-29,APBB2,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000141639.12,345.2549408,1.319842539,1.35E-23,2.28E-22,MAPK4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000115241.11,897.7834889,1.319426531,3.33E-23,5.57E-22,PPM1G,yes,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000160199.15,218.333185,1.319411862,1.82E-21,2.87E-20,PKNOX1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000274430.1,31.12157582,1.318952428,9.13E-06,6.63E-05,AL353804.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000238251.2,7.428310754,1.318504566,0.013232225,0.047602778,AL133477.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000275961.1,7.343413157,1.31701368,0.013697486,0.048952761,RN7SL210P,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000163931.16,506.7692806,1.316750506,6.06E-21,9.39E-20,TKT,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000115129.14,45.12840137,1.31621861,3.34E-08,3.02E-07,TP53I3,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000231416.1,7.94867287,1.315443144,0.010341252,0.038852423,AL358472.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000174839.13,207.5376067,1.315398409,2.55E-18,3.66E-17,DENND6A,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000117523.16,6181.304596,1.315147515,4.31E-20,6.55E-19,PRRC2C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000164347.18,368.6017947,1.31441123,5.71E-26,1.03E-24,GFM2,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000122482.21,1337.156928,1.314124812,2.76E-42,7.26E-41,ZNF644,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000107959.16,643.9810656,1.31229967,4.30E-28,8.20E-27,PITRM1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000011405.13,879.566596,1.312158605,2.64E-26,4.77E-25,PIK3C2A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000213390.11,79.82002521,1.311462203,1.71E-11,1.86E-10,ARHGAP19,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000114902.14,294.4516076,1.311411105,1.11E-22,1.83E-21,SPCS1,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000083857.14,1854.343504,1.311381387,3.46E-28,6.63E-27,FAT1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000287343.1,35.34286612,1.311306526,8.15E-06,5.97E-05,AL022397.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000119912.17,341.5618475,1.310869453,7.86E-23,1.30E-21,IDE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000250682.6,63.39989774,1.310836262,4.41E-11,4.71E-10,LINC00491,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000133983.16,239.8890832,1.310759473,1.15E-24,2.02E-23,COX16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000174456.14,400.081296,1.310118428,2.24E-25,3.97E-24,C12orf76,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000160410.15,46.9206355,1.309850581,5.86E-08,5.21E-07,SHKBP1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000164659.15,701.1795559,1.309813491,6.18E-23,1.02E-21,KIAA1324L,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000284779.2,23.96126366,1.308925603,0.000141945,0.000872431,AC132217.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000243147.8,250.074581,1.308718695,1.05E-24,1.84E-23,MRPL33,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000026025.16,488.0485567,1.308384467,2.01E-31,4.17E-30,VIM,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000256646.7,705.0719599,1.308202572,4.10E-18,5.85E-17,AC010132.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000168913.7,49.83785756,1.307613875,5.37E-09,5.09E-08,ENHO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000197006.14,1570.743082,1.306940337,4.16E-35,9.29E-34,METTL9,#N/A,#N/A,#N/A,yes,#N/A,yes,yes
ENSG00000163479.14,341.7056594,1.306916219,4.09E-22,6.60E-21,SSR2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000102786.15,729.5820107,1.30677496,2.42E-26,4.39E-25,INTS6,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000168453.15,32.87340057,1.306013397,0.000540695,0.002965329,HR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000101439.9,99.55789843,1.305770056,3.49E-12,3.94E-11,CST3,#N/A,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000170035.16,652.6981162,1.305588029,5.27E-30,1.05E-28,UBE2E3,yes,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000160213.7,339.2780446,1.305111409,8.77E-26,1.57E-24,CSTB,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000162614.18,72.16422917,1.304676731,8.13E-10,8.09E-09,NEXN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000274225.1,21.73405448,1.304518348,0.000183021,0.001102681,AP001065.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000160062.15,149.9821932,1.304452574,1.60E-15,2.08E-14,ZBTB8A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000186472.20,4957.03115,1.304283391,1.23E-19,1.85E-18,PCLO,#N/A,yes,#N/A,yes,#N/A,#N/A,yes
ENSG00000149972.11,532.3999904,1.304103201,5.61E-21,8.70E-20,CNTN5,#N/A,#N/A,#N/A,yes,#N/A,yes,yes
ENSG00000134874.17,842.6840277,1.3039584,2.45E-25,4.34E-24,DZIP1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000169359.16,220.8977996,1.303854415,4.63E-16,6.16E-15,SLC33A1,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000182628.13,966.0082312,1.303686349,1.60E-26,2.92E-25,SKA2,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000166681.13,1236.586479,1.303415613,1.84E-30,3.71E-29,BEX3,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000016082.15,106.0409626,1.303152239,3.21E-14,3.97E-13,ISL1,#N/A,#N/A,yes,#N/A,#N/A,yes,#N/A
ENSG00000201555.1,25.14174344,1.302223625,0.000172179,0.00104204,Y_RNA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000239888.3,8.875973124,1.302130512,0.008863053,0.034259045,RN7SL792P,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000154553.15,63.95170642,1.301970576,1.16E-09,1.15E-08,PDLIM3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000268575.1,266.4063756,1.301174499,8.47E-16,1.12E-14,AL031282.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000162779.22,49.62237138,1.301051155,5.16E-08,4.59E-07,AXDND1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000269237.1,30.8711897,1.300689166,8.46E-07,6.84E-06,AC010615.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000170802.16,302.284198,1.300157349,3.13E-21,4.89E-20,FOXN2,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000250348.1,11.59464484,1.299911982,0.00208095,0.009906883,AC113404.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000251003.9,30.44633821,1.299604524,9.04E-06,6.58E-05,ZFPM2-AS1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000262633.2,205.2481798,1.299483052,2.55E-21,4.00E-20,AC005670.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000144893.12,616.388635,1.299445877,1.33E-32,2.84E-31,MED12L,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000268163.1,92.44860464,1.29937906,2.75E-10,2.81E-09,AC004076.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000234740.1,16.34168784,1.297366772,0.000433269,0.002431972,AL162386.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000105401.9,459.6415505,1.297035217,8.64E-16,1.14E-14,CDC37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000089063.15,541.2840263,1.296997187,1.87E-22,3.05E-21,TMEM230,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000116786.13,239.1484832,1.296367085,2.27E-16,3.05E-15,PLEKHM2,#N/A,#N/A,#N/A,yes,#N/A,yes,yes
ENSG00000165802.22,506.3822279,1.295817926,1.75E-14,2.19E-13,NSMF,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000266967.7,296.8527563,1.295645075,1.54E-21,2.43E-20,AARSD1,#N/A,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000115419.12,1279.735368,1.295463366,1.04E-26,1.91E-25,GLS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000156802.13,52.06829167,1.295294962,4.72E-09,4.49E-08,ATAD2,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000150779.12,341.9111277,1.294566644,3.33E-23,5.58E-22,TIMM8B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
