Index,UCSC_Gene_Symbol,Ingenuity_Gene_Symbol,Ingenuity_Gene_Description,Ingenuity_Gene_Product_Location,Ingenuity_Gene_Product_Type,Log2_Mean_CYTOSOL,Log2_Mean_LYSOSOME,Linear_Fold_Change_LYSOSOME_vs_CYTOSOL,Log2_Fold_Change_LYSOSOME_vs_CYTOSOL,Welch_Ttest_uncorrected_P_LYSOSOME_vs_CYTOSOL,Welch_Ttest_BH_FDR_corrected_P_LYSOSOME_vs_CYTOSOL
G6281,FAM65B,RIPOR2,RHO family interacting cell polarization regulator 2,Cytoplasm,other,6.627485427,5.889673301,-1.667644905,-0.737812126,4.49E-05,0.000683251
G19753,REM2,REM2,RRAD and GEM like GTPase 2,Plasma Membrane,enzyme,3.238045016,2.5,-1.66791413,-0.738045016,0.001899825,0.00779991
G330,ADARB2,ADARB2,adenosine deaminase RNA specific B2 (inactive),Nucleus,enzyme,6.497088608,5.758639912,-1.668380894,-0.738448696,7.11E-05,0.000912272
G20784,SDHAP3,SDHAP3, ,Other,other,3.916087523,3.177345566,-1.668720066,-0.738741958,0.000157591,0.001470496
G19236,PTPN3,PTPN3,protein tyrosine phosphatase non-receptor type 3,Cytoplasm,phosphatase,4.290524037,3.551554814,-1.668982958,-0.738969223,0.000112467,0.001212976
G20800,SEC11C,SEC11C,"SEC11 homolog C, signal peptidase complex subunit",Cytoplasm,peptidase,6.458717179,5.718942715,-1.66991476,-0.739774463,6.71E-05,0.000890962
G16442,NKAIN2,NKAIN2,sodium/potassium transporting ATPase interacting 2,Plasma Membrane,other,5.035028703,4.294660999,-1.670601575,-0.740367704,5.07E-06,0.000206235
G25598,ZADH2,PTGR3,prostaglandin reductase 3,Cytoplasm,enzyme,5.593318924,4.851268011,-1.672551824,-0.742050913,4.47E-05,0.000681821
G18857,PRICKLE2,PRICKLE2,prickle planar cell polarity protein 2,Nucleus,other,6.508729385,5.765958044,-1.673387242,-0.742771341,9.28E-07,8.28E-05
G19788,RFPL1S,RFPL1S, ,Other,other,5.890609475,5.145853228,-1.675691126,-0.744756247,1.31E-05,0.000336212
G18365,PLEKHO1,PLEKHO1,pleckstrin homology domain containing O1,Plasma Membrane,other,6.195454918,5.450610038,-1.675794076,-0.744844879,4.17E-05,0.000655699
G6853,FRAT2,FRAT2,FRAT regulator of WNT signaling pathway 2,Cytoplasm,other,4.333758849,3.588460917,-1.676320412,-0.745297932,0.000114542,0.001220874
G18465,PNPLA3,PNPLA3,patatin like phospholipase domain containing 3,Cytoplasm,enzyme,3.250716308,2.503014103,-1.679116354,-0.747702205,0.005892725,0.017412758
G2245,C20orf96,C20orf96,chromosome 20 open reading frame 96,Other,other,4.158562505,3.410167521,-1.679922855,-0.748394984,1.12E-05,0.000310942
G15855,MTRNR2L1,MTRNR2L1,MT-RNR2 like 1 (pseudogene),Other,other,3.483543233,2.734545968,-1.680624319,-0.748997265,0.000933056,0.004770276
G836,ANKS1A,ANKS1A,ankyrin repeat and sterile alpha motif domain containing 1A,Cytoplasm,other,5.958515966,5.207941355,-1.682462806,-0.750574612,0.000208066,0.001754346
G16989,OPRL1,OPRL1,opioid related nociceptin receptor 1,Plasma Membrane,G-protein coupled receptor,4.364328261,3.613491311,-1.682768772,-0.75083695,0.003251643,0.011354204
G26400,ZNF91,ZNF91,zinc finger protein 91,Nucleus,transcription regulator,8.537502742,7.785115199,-1.684578366,-0.752387544,5.70E-07,6.80E-05
G12761,LRRC4C,LRRC4C,leucine rich repeat containing 4C,Plasma Membrane,other,4.657069648,3.903143126,-1.68637633,-0.753926522,0.002240175,0.008695464
G11073,LMO7,LMO7,LIM domain 7,Cytoplasm,enzyme,4.345580736,3.591167482,-1.686945371,-0.754413255,0.00123199,0.005748822
G1512,B3GALNT1,B3GALNT1,"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)",Cytoplasm,enzyme,6.861198821,6.1056744,-1.68824516,-0.755524422,1.74E-06,0.000114403
G20052,RNF180,RNF180,ring finger protein 180,Cytoplasm,enzyme,4.412737406,3.653332668,-1.692792028,-0.759404738,0.000571219,0.003459387
G6740,FMNL3,FMNL3,formin like 3,Cytoplasm,other,4.482751317,3.722645094,-1.693615318,-0.760106223,0.001902627,0.007806246
G1325,ATF5,ATF5,activating transcription factor 5,Nucleus,transcription regulator,3.861250094,3.099828386,-1.695160303,-0.761421708,0.009494042,0.024691911
G17759,PCDHB4,PCDHB4,protocadherin beta 4,Plasma Membrane,other,3.415945683,2.653199039,-1.696717812,-0.762746645,0.001394752,0.006306224
G26458,ZSWIM4,ZSWIM4,zinc finger SWIM-type containing 4,Other,other,5.484907554,4.719669227,-1.699650751,-0.765238328,7.21E-06,0.000254281
G6614,FHDC1,FHDC1,FH2 domain containing 1,Cytoplasm,other,3.267310065,2.5,-1.702093235,-0.767310065,0.007093372,0.019895768
G13266,ME1,ME1,malic enzyme 1,Cytoplasm,enzyme,4.234191771,3.466031385,-1.70309674,-0.768160386,9.31E-05,0.001072493
G26283,ZNF711,ZNF711,zinc finger protein 711,Nucleus,transcription regulator,6.892051863,6.123837127,-1.703160901,-0.768214736,4.96E-06,0.0002031
G25695,ZCCHC18,ZCCHC18,zinc finger CCHC-type containing 18,Other,other,4.872522156,4.102284997,-1.70555013,-0.77023716,0.0001836,0.001613755
G6724,FLRT1,FLRT1,fibronectin leucine rich transmembrane protein 1,Plasma Membrane,other,4.01662309,3.245644356,-1.706427043,-0.770978734,0.0073974,0.020525716
G6873,FRMD5,FRMD5,FERM domain containing 5,Plasma Membrane,other,5.109382015,4.338392655,-1.706439612,-0.770989361,0.000173128,0.001558279
G9861,KTI12,KTI12,KTI12 chromatin associated homolog,Other,other,3.346635566,2.574383456,-1.707933863,-0.77225211,1.79E-06,0.000116391
G20632,SBK1,SBK1,SH3 domain binding kinase 1,Other,kinase,8.807057265,8.034735583,-1.708016228,-0.772321682,0.000235688,0.00191212
G12817,LSM11,LSM11,"LSM11, U7 small nuclear RNA associated",Nucleus,other,6.162567748,5.390115755,-1.708170511,-0.772451993,3.60E-05,0.000590737
G5238,DRAXIN,DRAXIN,dorsal inhibitory axon guidance protein,Extracellular Space,other,5.301159377,4.527740051,-1.70931623,-0.773419326,0.000270886,0.002082952
G22592,SPTBN4,SPTBN4,"spectrin beta, non-erythrocytic 4",Cytoplasm,other,4.367367619,3.592792545,-1.710686118,-0.774575074,0.001567735,0.006810724
G17657,PASK,PASK,PAS domain containing serine/threonine kinase,Cytoplasm,kinase,5.014513713,4.239607164,-1.711079213,-0.77490655,8.66E-05,0.001031889
G19147,PSMG3-AS1,PSMG3-AS1,PSMG3 antisense RNA 1 (head to head),Other,other,4.244605289,3.466431695,-1.714958415,-0.778173594,0.001176393,0.005569009
G23319,TCHH,TCHH,trichohyalin,Extracellular Space,other,3.297294159,2.518774234,-1.715370156,-0.778519926,0.004184378,0.013582529
G19249,PTPRE,PTPRE,protein tyrosine phosphatase receptor type E,Plasma Membrane,phosphatase,4.152871906,3.373099613,-1.716859872,-0.779772293,0.001445975,0.006467507
G16893,NYNRIN,NYNRIN,NYN domain and retroviral integrase containing,Other,other,4.963359216,4.181575189,-1.719255579,-0.781784027,0.004267005,0.013782202
G20731,SCN7A,SCN7A,sodium voltage-gated channel alpha subunit 7,Plasma Membrane,ion channel,3.617586327,2.834889378,-1.72034385,-0.782696949,0.00011829,0.001240194
G9329,KCNQ1OT1,KCNQ1OT1,KCNQ1 opposite strand/antisense transcript 1,Other,other,5.613678938,4.829561811,-1.722038178,-0.784117128,8.60E-06,0.000277914
G24920,ULK2,ULK2,unc-51 like autophagy activating kinase 2,Cytoplasm,kinase,7.584163128,6.799916058,-1.722193287,-0.78424707,2.30E-05,0.000451701
G933,APC2,APC2,APC regulator of WNT signaling pathway 2,Cytoplasm,enzyme,7.985762461,7.201179032,-1.722594857,-0.784583429,0.012691657,0.030571883
G26193,ZNF610,ZNF610,zinc finger protein 610,Nucleus,transcription regulator,4.573234497,3.788189036,-1.723146618,-0.785045462,1.96E-05,0.000417585
G4865,DGKD,DGKD,diacylglycerol kinase delta,Cytoplasm,kinase,6.885114916,6.096449905,-1.727475215,-0.788665012,0.001611104,0.006931157
G24719,TXNL4A,TXNL4A,thioredoxin like 4A,Nucleus,enzyme,5.832565244,5.043411707,-1.728060272,-0.789153537,1.96E-05,0.000417585
G18095,PHLDB1,PHLDB1,pleckstrin homology like domain family B member 1,Cytoplasm,other,6.389820659,5.6005923,-1.728149896,-0.789228359,0.000149591,0.001432294
G26263,ZNF697,ZNF697,zinc finger protein 697,Other,other,5.946276597,5.15689181,-1.728337285,-0.789384786,4.45E-06,0.000194913
G2899,CCDC74A,CCDC74A,coiled-coil domain containing 74A,Other,other,3.723409966,2.932191072,-1.730535928,-0.791218894,9.80E-05,0.001110141
G26303,ZNF74,ZNF74,zinc finger protein 74,Nucleus,transcription regulator,6.00103334,5.209002258,-1.731510436,-0.792031083,6.61E-06,0.00024435
G19957,RN7SL1,RN7SL1,RNA component of signal recognition particle 7SL1,Other,other,10.60850044,9.81502099,-1.733249624,-0.793479447,0.002315338,0.008905529
G6852,FRAT1,FRAT1,FRAT regulator of WNT signaling pathway 1,Cytoplasm,other,3.305413296,2.510829306,-1.734577126,-0.79458399,0.001299178,0.005968038
G23918,TMEM44,TMEM44,transmembrane protein 44,Other,other,4.881339756,4.083259436,-1.738785922,-0.79808032,9.93E-05,0.001117776
G4172,CRYBG3,CRYBG3,crystallin beta-gamma domain containing 3,Other,other,6.016888494,5.218084795,-1.739657982,-0.798803699,0.001797169,0.007477451
G7526,GP1BB,GP1BB,glycoprotein Ib platelet subunit beta,Plasma Membrane,other,3.79845829,2.998982385,-1.740468743,-0.799475905,0.004282503,0.013825061
G20897,45174,#N/A,#N/A,#N/A,#N/A,6.665881316,5.863716987,-1.743715085,-0.802164329,0.000322701,0.002371124
G3235,CDKN1C,CDKN1C,cyclin dependent kinase inhibitor 1C,Nucleus,other,4.963894603,4.160718586,-1.744938291,-0.803176017,0.000602881,0.003586345
G26060,ZNF443,ZNF443,zinc finger protein 443,Nucleus,transcription regulator,3.486645707,2.682926721,-1.745595134,-0.803718986,0.000126632,0.001303421
G1848,BRINP2,BRINP2,BMP/retinoic acid inducible neural specific 2,Cytoplasm,other,3.799911136,2.992688699,-1.749839302,-0.807222437,7.89E-05,0.00097334
G25283,VWC2,VWC2,von Willebrand factor C domain containing 2,Extracellular Space,other,5.05860661,4.249613968,-1.751987695,-0.808992642,0.001503394,0.006631079
G5610,ELMOD1,ELMOD1,ELMO domain containing 1,Other,other,3.472975502,2.662609739,-1.753655986,-0.810365763,0.000282882,0.002154028
G5321,DUSP26,DUSP26,dual specificity phosphatase 26,Cytoplasm,enzyme,4.898437829,4.085428972,-1.756871721,-0.813008856,0.000206968,0.001753389
G26301,ZNF737,ZNF737,zinc finger protein 737,Other,other,5.977816879,5.163838159,-1.758053189,-0.813978719,9.30E-07,8.28E-05
G3737,CLMP,CLMP,CXADR like membrane protein,Plasma Membrane,other,3.564105628,2.746902853,-1.761986383,-0.817202775,5.36E-05,0.000763813
G20486,RTTN,RTTN,rotatin,Cytoplasm,other,3.798790188,2.981309459,-1.762325885,-0.817480729,0.000721296,0.004046238
G24489,TSPAN2,TSPAN2,tetraspanin 2,Extracellular Space,other,4.764098003,3.94570384,-1.763442046,-0.818394163,1.28E-05,0.000330624
G20898,SEPT5-GP1BB,SEPT5-GP1BB,SEPT5-GP1BB readthrough,Other,other,3.611492064,2.78757664,-1.77020375,-0.823915423,0.005649023,0.016902724
G25301,WASH3P,WASH3P,"WASP family homolog 3, pseudogene",Plasma Membrane,other,5.389170198,4.561996348,-1.774206396,-0.82717385,0.00023691,0.001915513
G22533,SPINT2,SPINT2,"serine peptidase inhibitor, Kunitz type 2",Extracellular Space,other,5.106496506,4.278955802,-1.774657605,-0.827540704,0.000276718,0.002117292
G15871,MTUS2,MTUS2,microtubule associated scaffold protein 2,Nucleus,other,6.448627435,5.621071628,-1.774676183,-0.827555807,3.85E-07,5.68E-05
G21649,SLITRK3,SLITRK3,SLIT and NTRK like family member 3,Plasma Membrane,other,3.327700001,2.5,-1.774853567,-0.827700001,0.003068364,0.010907686
G26075,ZNF471,ZNF471,zinc finger protein 471,Nucleus,transcription regulator,3.364606516,2.536470358,-1.775390224,-0.828136159,0.000115177,0.001225159
G26281,ZNF71,ZNF71,zinc finger protein 71,Nucleus,transcription regulator,4.888190452,4.058280775,-1.77757407,-0.829909677,1.09E-06,9.04E-05
G20583,SAMD5,SAMD5,sterile alpha motif domain containing 5,Cytoplasm,other,6.075078147,5.242980972,-1.780271375,-0.832097175,2.17E-05,0.00043934
G16968,ONECUT2,ONECUT2,one cut homeobox 2,Nucleus,transcription regulator,10.87060906,10.03811427,-1.780762101,-0.832494794,1.58E-06,0.000109335
G12295,LOC283683,LOC283683,uncharacterized LOC283683,Other,other,3.412395281,2.577735685,-1.783436187,-0.834659596,0.000117944,0.001238888
G11587,LOC101927359, , , , ,3.629693734,2.794179874,-1.784492528,-0.835513861,0.00077327,0.004215768
G8774,IGSF9,IGSF9,immunoglobulin superfamily member 9,Plasma Membrane,other,3.337472612,2.5,-1.786916984,-0.837472612,0.000360411,0.002560239
G1559,BACH2,BACH2,BTB domain and CNC homolog 2,Nucleus,transcription regulator,7.791495138,6.951787346,-1.789687615,-0.839707791,1.65E-05,0.000379821
G18408,PLXNB1,PLXNB1,plexin B1,Plasma Membrane,transmembrane receptor,6.506741679,5.665524512,-1.791561002,-0.841217167,0.000132221,0.001334365
G25920,ZNF236,ZNF236,zinc finger protein 236,Nucleus,transcription regulator,5.591529211,4.747736751,-1.794761896,-0.84379246,0.000144338,0.001407264
G8603,HYDIN,HYDIN,HYDIN axonemal central pair apparatus protein,Cytoplasm,other,4.707769767,3.861276287,-1.798125205,-0.84649348,0.002204313,0.008596995
G25448,WNT5B,WNT5B,Wnt family member 5B,Extracellular Space,other,3.715624593,2.863810546,-1.804768817,-0.851814046,3.72E-05,0.00060543
G17758,PCDHB3,PCDHB3,protocadherin beta 3,Plasma Membrane,other,5.180042643,4.323791361,-1.810328212,-0.856251281,0.001220259,0.005709118
G741,ANK1,ANK1,ankyrin 1,Plasma Membrane,other,6.735403362,5.878144897,-1.811592492,-0.857258465,0.000141757,0.001396062
G19146,PSMG3,PSMG3,proteasome assembly chaperone 3,Other,other,5.386454559,4.528547373,-1.812407274,-0.857907186,0.00036696,0.002586022
G20379,RPS6KA2,RPS6KA2,ribosomal protein S6 kinase A2,Nucleus,kinase,7.833517515,6.973043184,-1.815635159,-0.860474331,0.00231527,0.008905529
G13390,MEX3C,MEX3C,mex-3 RNA binding family member C,Cytoplasm,enzyme,6.762053643,5.899811135,-1.817861778,-0.862242507,2.10E-05,0.000431244
G21423,SLC30A10,SLC30A10,solute carrier family 30 member 10,Plasma Membrane,transporter,3.457137962,2.593602001,-1.81949232,-0.863535962,7.88E-05,0.00097334
G18895,PRKCZ,PRKCZ,protein kinase C zeta,Cytoplasm,kinase,5.837165858,4.972459254,-1.820969306,-0.864706604,3.55E-07,5.43E-05
G8478,HS3ST2,HS3ST2,heparan sulfate-glucosamine 3-sulfotransferase 2,Cytoplasm,enzyme,6.087673815,5.220819059,-1.823682722,-0.866854756,5.33E-05,0.00076272
G10517,LINC00909,ZNF407-AS1,ZNF407 antisense RNA 1,Other,other,4.609341064,3.741849819,-1.824487473,-0.867491245,1.20E-05,0.000320437
G7705,GRIA2,GRIA2,glutamate ionotropic receptor AMPA type subunit 2,Plasma Membrane,ion channel,5.663331293,4.795236988,-1.825250285,-0.868094305,0.000282908,0.002154028
G17738,PCDHA4,PCDHA4,protocadherin alpha 4,Plasma Membrane,other,6.965872709,6.096585279,-1.826760412,-0.86928743,0.000466614,0.003025309
G3359,CEP170B,CEP170B,centrosomal protein 170B,Other,other,6.290622553,5.417813083,-1.831225514,-0.872809469,0.001440508,0.006457036
G25849,ZNF124,ZNF124,zinc finger protein 124,Nucleus,transcription regulator,5.016988726,4.142980175,-1.832748153,-0.874008551,7.68E-06,0.000263577
G25140,VAV3,VAV3,vav guanine nucleotide exchange factor 3,Extracellular Space,cytokine,5.138560481,4.26293243,-1.834806663,-0.875628051,0.000698612,0.003966481
G24711,TXNDC16,TXNDC16,thioredoxin domain containing 16,Extracellular Space,enzyme,6.378270963,5.499121037,-1.839291224,-0.879149927,0.000379846,0.002645273
G5589,ELAVL4,ELAVL4,ELAV like RNA binding protein 4,Cytoplasm,translation regulator,8.332699815,7.452802185,-1.840244717,-0.879897629,0.000100652,0.001128736
G25824,ZMIZ2,ZMIZ2,zinc finger MIZ-type containing 2,Nucleus,transcription regulator,7.204088464,6.324107474,-1.840351051,-0.879980989,4.66E-05,0.000701311
G16116,NARS,NARS1,asparaginyl-tRNA synthetase 1,Cytoplasm,enzyme,6.752268074,5.869352899,-1.844097807,-0.882915176,1.84E-05,0.00040869
G19958,RN7SL2,RN7SL2,RNA component of signal recognition particle 7SL2,Other,other,10.78897626,9.90572297,-1.844530046,-0.88325329,0.001015138,0.005074874
G687,AMER3,AMER3,APC membrane recruitment protein 3,Other,other,5.399128274,4.515345643,-1.84520695,-0.883782631,3.12E-06,0.00016237
G15857,MTRNR2L2,MTRNR2L2,MT-RNR2 like 2 (pseudogene),Other,other,4.842976745,3.956339003,-1.848862252,-0.886637742,0.000314674,0.002323706
G25916,ZNF232,ZNF232,zinc finger protein 232,Nucleus,transcription regulator,4.313555658,3.426913214,-1.848868279,-0.886642445,2.86E-05,0.00051179
G6974,FZD8,FZD8,frizzled class receptor 8,Plasma Membrane,G-protein coupled receptor,5.582480791,4.694876195,-1.850101723,-0.887604596,0.000103663,0.001151055
G12953,MAFF,MAFF,MAF bZIP transcription factor F,Nucleus,transcription regulator,3.435410274,2.546719705,-1.851494892,-0.888690569,2.69E-05,0.000490129
G21676,SMAD4,SMAD4,SMAD family member 4,Nucleus,transcription regulator,6.912664699,6.020949268,-1.855380947,-0.891715431,1.75E-08,1.43E-05
G13254,MDGA1,MDGA1,MAM domain containing glycosylphosphatidylinositol anchor 1,Plasma Membrane,other,8.404212232,7.512431339,-1.855465137,-0.891780894,0.000987017,0.004964301
G18350,PLEKHG3,PLEKHG3,pleckstrin homology and RhoGEF domain containing G3,Cytoplasm,other,4.856805101,3.964789538,-1.855766972,-0.892015563,2.89E-05,0.000513602
G22560,SPRED3,SPRED3,sprouty related EVH1 domain containing 3,Extracellular Space,cytokine,5.922344993,5.02947082,-1.856871747,-0.892874173,6.66E-05,0.000887807
G4466,CYGB,CYGB,cytoglobin,Cytoplasm,transporter,3.631268397,2.735338961,-1.860808299,-0.895929437,0.000433811,0.002884926
G2080,C17orf102,TMEM132E-DT,TMEM132E divergent transcript,Other,other,3.663802183,2.765413421,-1.863983078,-0.898388763,3.13E-05,0.000540307
G9471,KIAA1644,SHISAL1,shisa like 1,Other,other,6.295995779,5.39717111,-1.864546361,-0.898824669,0.001654449,0.007061297
G23057,SYT4,SYT4,synaptotagmin 4,Cytoplasm,transporter,10.10623953,9.206345324,-1.865929143,-0.899894202,1.60E-05,0.000373031
G2536,CACNA1I,CACNA1I,calcium voltage-gated channel subunit alpha1 I,Plasma Membrane,ion channel,3.493619381,2.592510699,-1.867500568,-0.901108682,0.000720682,0.004046238
G22321,SOCS2,SOCS2,suppressor of cytokine signaling 2,Cytoplasm,other,5.756627336,4.851794624,-1.872327376,-0.904832712,0.000471886,0.003045161
G13175,MBD2,MBD2,methyl-CpG binding domain protein 2,Nucleus,transcription regulator,4.937247444,4.031526267,-1.87348078,-0.905721177,1.16E-05,0.000315939
G26125,ZNF540,ZNF540,zinc finger protein 540,Cytoplasm,translation regulator,4.130967107,3.225198702,-1.87354211,-0.905768405,0.000531649,0.003292086
G20494,RUNDC3B,RUNDC3B,RUN domain containing 3B,Other,other,5.698378557,4.791689753,-1.87473776,-0.906688804,9.55E-06,0.000290718
G18908,PRKXP1,PRKXP1,PRKX pseudogene 1,Other,other,3.743348072,2.835941402,-1.875670837,-0.90740667,0.004409374,0.014133975
G5146,DOC2B,DOC2B,double C2 domain beta,Cytoplasm,transporter,5.512470667,4.603878803,-1.877212359,-0.908591864,1.38E-05,0.000346199
G3811,CNGB1,CNGB1,cyclic nucleotide gated channel subunit beta 1,Plasma Membrane,ion channel,7.093561215,6.184898603,-1.877304417,-0.908662612,2.92E-06,0.000155658
G25370,WDR7,WDR7,WD repeat domain 7,Cytoplasm,other,6.223379377,5.311853265,-1.881034242,-0.911526112,0.000461845,0.003013003
G26055,ZNF439,ZNF439,zinc finger protein 439,Nucleus,transcription regulator,4.083435175,3.17180548,-1.881169303,-0.911629696,4.24E-06,0.000191738
G19695,RCAN2,RCAN2,regulator of calcineurin 2,Other,other,4.99734803,4.084614135,-1.882609649,-0.912733895,1.85E-05,0.00040869
G13515,MIR100HG,MIR100HG,mir-100-let-7a-2-mir-125b-1 cluster host gene,Other,other,3.523792584,2.608242763,-1.886287812,-0.915549821,3.17E-05,0.000544393
G22337,SORBS2,SORBS2,sorbin and SH3 domain containing 2,Plasma Membrane,other,7.153807238,6.237289355,-1.887553955,-0.916517884,1.99E-05,0.000418428
G23772,TMEM151B,TMEM151B,transmembrane protein 151B,Other,other,6.160612646,5.242978778,-1.88901462,-0.917633868,0.000182138,0.001611312
G25662,ZBTB8B,ZBTB8B,zinc finger and BTB domain containing 8B,Nucleus,transcription regulator,4.187745898,3.269950895,-1.889225618,-0.917795003,7.03E-05,0.000907573
G13012,MALAT1,MALAT1,metastasis associated lung adenocarcinoma transcript 1,Nucleus,other,14.33369361,13.41554346,-1.889690744,-0.91815015,0.002173943,0.008516554
G9464,KIAA1522,KIAA1522,KIAA1522,Other,other,5.658848708,4.738476139,-1.892603986,-0.920372569,0.000219555,0.00182214
G12999,MAGI2,MAGI2,"membrane associated guanylate kinase, WW and PDZ domain containing 2",Plasma Membrane,enzyme,6.170695811,5.247689848,-1.896061767,-0.923005963,4.14E-06,0.000188887
G3576,CHST2,CHST2,carbohydrate sulfotransferase 2,Cytoplasm,enzyme,4.614003631,3.678043145,-1.913163916,-0.935960486,0.000582579,0.003500839
G7057,GAL3ST4,GAL3ST4,galactose-3-O-sulfotransferase 4,Cytoplasm,enzyme,3.436360667,2.5,-1.91369467,-0.936360667,0.002128715,0.008389723
G18906,PRKX,PRKX,protein kinase cAMP-dependent X-linked catalytic subunit,Cytoplasm,kinase,6.27122163,5.332503526,-1.916824301,-0.938718103,8.58E-06,0.000277914
G15867,MTSS1L,MTSS2,MTSS I-BAR domain containing 2,Plasma Membrane,other,7.269810379,6.330195449,-1.918016232,-0.93961493,7.16E-06,0.000254281
G19075,PSD2,PSD2,pleckstrin and Sec7 domain containing 2,Plasma Membrane,other,6.637424884,5.694945758,-1.92182787,-0.942479126,0.000363772,0.002572648
G26107,ZNF516,ZNF516,zinc finger protein 516,Nucleus,transcription regulator,6.440554517,5.497808294,-1.922183706,-0.942746223,7.15E-05,0.000915132
G21134,SHROOM2,SHROOM2,shroom family member 2,Plasma Membrane,ion channel,6.334107074,5.390171713,-1.923768714,-0.943935361,1.09E-05,0.000307126
G20894,45172,#N/A,#N/A,#N/A,#N/A,9.811146813,8.866593598,-1.92459277,-0.944553214,2.58E-05,0.000482418
G20125,RNU4-2,RNU4-2,"RNA, U4 small nuclear 2",Other,other,3.839458486,2.894819781,-1.92470682,-0.944638704,0.001235786,0.005760034
G19188,PTGER3,PTGER3,prostaglandin E receptor 3,Plasma Membrane,G-protein coupled receptor,4.763957622,3.817570819,-1.927040381,-0.946386803,6.54E-05,0.000875619
G19610,RBFA,RBFA,ribosome binding factor A,Cytoplasm,other,4.925940782,3.97880048,-1.928047109,-0.947140302,4.24E-06,0.000191738
G21835,SNCAIP,SNCAIP,synuclein alpha interacting protein,Cytoplasm,transcription regulator,4.838810212,3.890895178,-1.929082755,-0.947915034,6.23E-06,0.000234699
G1188,ARNT2,ARNT2,aryl hydrocarbon receptor nuclear translocator 2,Nucleus,transcription regulator,7.1987127,6.249845121,-1.930356859,-0.948867579,0.000263039,0.002049296
G18407,PLXNA4,PLXNA4,plexin A4,Plasma Membrane,transmembrane receptor,6.94143632,5.987595785,-1.937022263,-0.953840536,0.001133293,0.005439398
G4189,CSDC2,CSDC2,cold shock domain containing C2,Cytoplasm,other,3.85806034,2.902139609,-1.939817234,-0.955920731,8.12E-05,0.000993356
G22326,SOCS6,SOCS6,suppressor of cytokine signaling 6,Cytoplasm,other,5.637484848,4.680714961,-1.940959327,-0.956769887,2.37E-06,0.000135513
G23528,THEM6,THEM6,thioesterase superfamily member 6,Other,other,3.867663971,2.909975318,-1.942195801,-0.957688652,3.00E-05,0.000523373
G9322,KCNN1,KCNN1,potassium calcium-activated channel subfamily N member 1,Plasma Membrane,ion channel,4.370487393,3.412471844,-1.942635928,-0.958015549,2.91E-05,0.000514787
G25233,VPS4B,VPS4B,vacuolar protein sorting 4 homolog B,Cytoplasm,transporter,5.582828865,4.622822337,-1.945318698,-0.960006529,6.07E-06,0.000231651
G25690,ZCCHC12,ZCCHC12,zinc finger CCHC-type containing 12,Nucleus,transcription regulator,5.20043204,4.234008939,-1.953990023,-0.966423101,0.000323123,0.002372818
G6214,FAM227A,FAM227A,family with sequence similarity 227 member A,Other,other,4.843317733,3.871942114,-1.960709253,-0.971375619,2.74E-05,0.000495888
G16059,NAALAD2,NAALAD2,N-acetylated alpha-linked acidic dipeptidase 2,Plasma Membrane,peptidase,5.027331125,4.053887519,-1.963521787,-0.973443606,1.79E-05,0.000401468
G26394,ZNF880,ZNF880,zinc finger protein 880,Other,other,5.727413498,4.751226745,-1.967258787,-0.976186752,2.46E-05,0.000468979
G7571,GPM6A,GPM6A,glycoprotein M6A,Plasma Membrane,ion channel,9.19465047,8.218068033,-1.967798416,-0.976582436,2.11E-06,0.000128907
G17716,PCDH10,PCDH10,protocadherin 10,Plasma Membrane,other,7.822405367,6.845755023,-1.967891042,-0.976650344,2.36E-05,0.000457202
G4983,DLG3,DLG3,discs large MAGUK scaffold protein 3,Plasma Membrane,kinase,6.418961456,5.441007964,-1.969669388,-0.977953492,7.83E-06,0.000263704
G24368,TRIM67,TRIM67,tripartite motif containing 67,Cytoplasm,other,5.355572077,4.37651721,-1.971173638,-0.979054867,9.46E-06,0.000289088
G18594,POU3F1,POU3F1,POU class 3 homeobox 1,Nucleus,transcription regulator,5.611860779,4.631864462,-1.972460373,-0.979996317,1.01E-06,8.56E-05
G24718,TXNL1,TXNL1,thioredoxin like 1,Cytoplasm,enzyme,6.086140493,5.104610937,-1.974557741,-0.981529557,7.08E-05,0.000910006
G19917,RIMS3,RIMS3,regulating synaptic membrane exocytosis 3,Plasma Membrane,other,8.322725772,7.336027783,-1.98164425,-0.986697989,0.00417273,0.01355573
G23556,THTPA,THTPA,thiamine triphosphatase,Cytoplasm,phosphatase,3.48891439,2.5,-1.984690973,-0.98891439,0.000188791,0.001646681
G8063,HECW1,HECW1,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1",Cytoplasm,enzyme,6.775544531,5.785120203,-1.986769258,-0.990424329,5.25E-05,0.000756746
G7708,GRID1,GRID1,glutamate ionotropic receptor delta type subunit 1,Plasma Membrane,ion channel,4.984632748,3.994064118,-1.986967988,-0.99056863,0.00016957,0.001535074
G5325,DUSP4,DUSP4,dual specificity phosphatase 4,Nucleus,phosphatase,7.850534203,6.859861979,-1.98711067,-0.990672224,2.40E-08,1.61E-05
G6252,FAM43A,FAM43A,family with sequence similarity 43 member A,Other,other,4.093861874,3.103065474,-1.987281713,-0.9907964,1.91E-05,0.000415394
