Index,UCSC_Gene_Symbol,Ingenuity_Gene_Symbol,Ingenuity_Gene_Description,Ingenuity_Gene_Product_Location,Ingenuity_Gene_Product_Type,Log2_Mean_CYTOSOL,Log2_Mean_LYSOSOME,Linear_Fold_Change_LYSOSOME_vs_CYTOSOL,Log2_Fold_Change_LYSOSOME_vs_CYTOSOL,Welch_Ttest_uncorrected_P_LYSOSOME_vs_CYTOSOL,Welch_Ttest_BH_FDR_corrected_P_LYSOSOME_vs_CYTOSOL
G16731,NSDHL,NSDHL,NAD(P) dependent steroid dehydrogenase-like,Cytoplasm,enzyme,4.184316183,4.075503936,-1.078340087,-0.108812247,0.363995794,0.444835929
G23691,TMCC3,TMCC3,transmembrane and coiled-coil domain family 3,Cytoplasm,other,4.584306584,4.535649088,-1.034302003,-0.048657496,0.364242303,0.445083007
G6496,FCF1,FCF1,FCF1 rRNA-processing protein,Nucleus,other,4.769283155,4.807155506,1.026598708,0.03787235,0.364269741,0.445083007
G24862,UCHL5,UCHL5,ubiquitin C-terminal hydrolase L5,Cytoplasm,peptidase,5.606305465,5.554489597,-1.036568794,-0.051815867,0.364456971,0.445267909
G21125,SHMT1,SHMT1,serine hydroxymethyltransferase 1,Cytoplasm,enzyme,2.53422131,2.5,-1.024003971,-0.03422131,0.364509753,0.445288532
G26315,ZNF765,ZNF765,zinc finger protein 765,Other,other,4.2329124,4.144471048,-1.063220888,-0.088441353,0.364668444,0.445438518
G23531,THG1L,THG1L,tRNA-histidine guanylyltransferase 1 like,Cytoplasm,enzyme,2.852107697,2.939423669,1.062391841,0.087315972,0.364980018,0.445775201
G16128,NAT9,NAT9,N-acetyltransferase 9 (putative),Other,other,4.382225699,4.426599172,1.031235241,0.044373472,0.365035417,0.445798964
G19273,PTTG1IP,PTTG1IP,PTTG1 interacting protein,Nucleus,other,7.53842026,7.578581664,1.028228855,0.040161404,0.365366216,0.446149339
G21651,SLITRK5,SLITRK5,SLIT and NTRK like family member 5,Plasma Membrane,other,6.921898116,6.992190186,1.049929218,0.07029207,0.365394258,0.446149339
G24123,TOMM20,TOMM20,translocase of outer mitochondrial membrane 20,Cytoplasm,transporter,8.329181695,8.382273059,1.037485637,0.053091364,0.365551804,0.446222923
G13234,MCM8,MCM8,minichromosome maintenance 8 homologous recombination repair factor,Nucleus,enzyme,3.985059945,3.914882446,-1.049845841,-0.070177499,0.3655807,0.446222923
G23914,TMEM41A,TMEM41A,transmembrane protein 41A,Other,other,3.935353682,3.988705226,1.037672757,0.053351544,0.365587621,0.446222923
G21489,SLC39A1,SLC39A1,solute carrier family 39 member 1,Plasma Membrane,transporter,4.462163808,4.519004204,1.040185186,0.056840397,0.365598431,0.446222923
G1866,BSDC1,BSDC1,BSD domain containing 1,Other,other,6.753617478,6.784748084,1.021812582,0.031130606,0.365707283,0.44631186
G9939,LATS1,LATS1,large tumor suppressor kinase 1,Nucleus,kinase,6.249119128,6.201903075,-1.033269115,-0.047216053,0.365857476,0.446451227
G23346,TCTN3,TCTN3,tectonic family member 3,Cytoplasm,other,4.354709574,4.447733181,1.066603233,0.093023606,0.366281143,0.446924252
G21756,SMIM8,SMIM8,small integral membrane protein 8,Other,other,4.857758203,4.91884763,1.043253259,0.061089428,0.366355158,0.446970591
G22094,SNORD116-23,SNORD116-23,"small nucleolar RNA, C/D box 116-23",Other,other,2.556173945,2.506511774,-1.035022529,-0.049662171,0.366650707,0.447287176
G22920,SUGP2,SUGP2,SURP and G-patch domain containing 2,Nucleus,other,7.370317465,7.33018306,-1.028209613,-0.040134406,0.366735767,0.447346943
G5167,DOK5,DOK5,docking protein 5,Plasma Membrane,other,5.208627891,5.302122709,1.066951663,0.093494818,0.366812445,0.447396475
G3329,CENPC,CENPC,centromere protein C,Nucleus,other,4.55325969,4.493722862,-1.042131135,-0.059536829,0.367052134,0.447644801
G5997,FAIM,FAIM,Fas apoptotic inhibitory molecule,Plasma Membrane,other,4.284531525,4.347637637,1.044712599,0.063106111,0.367121983,0.447685966
G23134,TANK,TANK,TRAF family member associated NFKB activator,Cytoplasm,other,5.212598679,5.293543308,1.057710368,0.080944629,0.367215548,0.44775604
G4595,DAZAP2,DAZAP2,DAZ associated protein 2,Nucleus,other,4.785049818,4.733369486,-1.036471417,-0.051680331,0.367308546,0.44782541
G21361,SLC25A38,SLC25A38,solute carrier family 25 member 38,Cytoplasm,transporter,5.335871845,5.266804912,-1.049037996,-0.069066933,0.367622116,0.448163663
G25882,ZNF189,ZNF189,zinc finger protein 189,Nucleus,transcription regulator,5.388043885,5.329540611,-1.041384814,-0.058503274,0.367761277,0.44828925
G17926,PDXDC2P,PDXDC2P, ,Other,other,3.705431273,3.603657097,-1.073092302,-0.101774175,0.368312058,0.448916514
G25728,ZDHHC6,ZDHHC6,zinc finger DHHC-type palmitoyltransferase 6,Nucleus,enzyme,5.15934159,5.09820665,-1.043286171,-0.061134939,0.368554752,0.449168182
G931,APBB3,APBB3,amyloid beta precursor protein binding family B member 3,Cytoplasm,other,4.354540172,4.428832292,1.052844316,0.07429212,0.368694429,0.449294263
G16526,NNAT,NNAT,neuronatin,Plasma Membrane,transporter,10.17529948,10.26331944,1.062910377,0.088019957,0.369035693,0.449665949
G66,ABCC1,ABCC1,ATP binding cassette subfamily C member 1,Plasma Membrane,transporter,4.736194129,4.637004644,-1.071171503,-0.099189485,0.36949715,0.450184003
G18660,PPIG,PPIG,peptidylprolyl isomerase G,Nucleus,enzyme,6.411804544,6.520420621,1.07819347,0.108616078,0.369812172,0.450523561
G4880,DHFRL1,DHFR2,dihydrofolate reductase 2,Cytoplasm,enzyme,3.539720507,3.634490634,1.067895241,0.094770127,0.370388546,0.451181412
G22656,SRRM5,SRRM5,serine/arginine repetitive matrix 5,Other,other,2.538587776,2.5,-1.02710792,-0.038587776,0.37101508,0.451900229
G23752,TMEM134,TMEM134,transmembrane protein 134,Cytoplasm,kinase,3.488900955,3.593473665,1.075175903,0.10457271,0.371368007,0.452282061
G4758,DEF8,DEF8,differentially expressed in FDCP 8 homolog,Other,other,6.18022831,6.263614202,1.059501692,0.083385892,0.371401499,0.452282061
G123,ABLIM2,ABLIM2,actin binding LIM protein family member 2,Cytoplasm,other,4.801036332,4.740223258,-1.043053439,-0.060813074,0.371531258,0.45239566
G12988,MAGED1,MAGED1,MAGE family member D1,Plasma Membrane,transcription regulator,7.98392061,7.901483452,-1.05880518,-0.082437158,0.3716152,0.452453454
G20816,SEC23B,SEC23B,"SEC23 homolog B, COPII coat complex component",Extracellular Space,transporter,5.378296475,5.290193302,-1.062971689,-0.088103172,0.371897904,0.45275321
G20387,RPS6KB2,RPS6KB2,ribosomal protein S6 kinase B2,Cytoplasm,kinase,4.749213717,4.684206872,-1.046089903,-0.065006846,0.37222065,0.453101651
G20230,RPA3,RPA3,replication protein A3,Nucleus,other,3.031038457,3.1412538,1.079389339,0.110215343,0.372273994,0.453122115
G18503,POLG2,POLG2,"DNA polymerase gamma 2, accessory subunit",Cytoplasm,enzyme,3.132665913,3.229699183,1.069571753,0.09703327,0.372327835,0.453143179
G18475,POC1A,POC1A,POC1 centriolar protein A,Cytoplasm,peptidase,2.5,2.591602987,1.065553468,0.091602987,0.372410943,0.453199856
G15991,MYO19,MYO19,myosin XIX,Cytoplasm,enzyme,3.73778254,3.816633175,1.056176272,0.078850635,0.372719916,0.453520137
G26003,ZNF350,ZNF350,zinc finger protein 350,Nucleus,transcription regulator,3.201911626,3.269302418,1.047819918,0.067390792,0.372747261,0.453520137
G22335,SON,SON,SON DNA and RNA binding protein,Nucleus,other,8.149793295,8.23989887,1.064448075,0.090105575,0.372797869,0.453537221
G101,ABHD14A,ABHD14A,abhydrolase domain containing 14A,Cytoplasm,enzyme,5.49343302,5.577465829,1.059976888,0.084032809,0.373171978,0.453947827
G19636,RBM26-AS1,RBM26-AS1,RBM26 antisense RNA 1,Other,other,3.598426722,3.493849833,-1.075179018,-0.104576889,0.373213193,0.45395344
G22769,STAG3L4,STAG3L4, ,Other,other,4.610375561,4.673866471,1.044991285,0.06349091,0.373375687,0.454106554
G22095,SNORD116-24,SNORD116-24,"small nucleolar RNA, C/D box 116-24",Other,other,3.844986743,3.682892192,-1.11891043,-0.162094551,0.37344059,0.454140959
G9057,ISOC1,ISOC1,isochorismatase domain containing 1,Cytoplasm,enzyme,4.883815399,4.966031259,1.05864278,0.08221586,0.373842633,0.454585312
G21488,SLC38A9,SLC38A9,solute carrier family 38 member 9,Extracellular Space,transporter,3.848059932,3.77129351,-1.054651551,-0.076766422,0.374267131,0.455056879
G25167,VEPH1,VEPH1,ventricular zone expressed PH domain containing 1,Nucleus,other,2.5,2.548738209,1.03435987,0.048738209,0.374820892,0.455685505
G4435,CXorf56,STEEP1,STING1 ER exit protein 1,Extracellular Space,other,4.898516148,4.933905851,1.024833615,0.035389703,0.375587913,0.456529442
G2313,C3orf38,C3orf38,chromosome 3 open reading frame 38,Nucleus,peptidase,4.789550428,4.839391868,1.035151149,0.04984144,0.375588683,0.456529442
G759,ANKRA2,ANKRA2,ankyrin repeat family A member 2,Cytoplasm,transcription regulator,5.076933937,5.129655793,1.037219947,0.052721856,0.37565319,0.456563108
G24813,UBE3B,UBE3B,ubiquitin protein ligase E3B,Extracellular Space,enzyme,6.152475598,6.088320116,-1.045472767,-0.064155482,0.37590098,0.456819504
G15669,MRPL40,MRPL40,mitochondrial ribosomal protein L40,Cytoplasm,other,4.272527097,4.356434562,1.0598848,0.083907465,0.376168511,0.457077149
G3360,CEP170P1,CEP170P1,centrosomal protein 170 pseudogene 1,Other,other,3.079002937,2.916912762,-1.118907036,-0.162090175,0.376186692,0.457077149
G6389,FARSA,FARSA,phenylalanyl-tRNA synthetase subunit alpha,Cytoplasm,enzyme,5.411544048,5.48525157,1.052417776,0.073707522,0.376292576,0.457161016
G4126,CRIM1,CRIM1,cysteine rich transmembrane BMP regulator 1,Extracellular Space,kinase,8.581569063,8.614538795,1.023116004,0.032969732,0.376746585,0.457667767
G3249,CDR1,CDR1,cerebellar degeneration related protein 1,Other,other,4.357979236,4.267088379,-1.065027629,-0.090890857,0.376961767,0.457884321
G6768,FNTA,FNTA,"farnesyltransferase, CAAX box, alpha",Cytoplasm,enzyme,5.968847994,5.933607887,-1.024727353,-0.035240106,0.377570922,0.458579333
G21580,SLC7A11,SLC7A11,solute carrier family 7 member 11,Plasma Membrane,transporter,6.458087735,6.630358814,1.126830938,0.172271079,0.377875205,0.458903962
G24774,UBE2D4,UBE2D4,ubiquitin conjugating enzyme E2 D4 (putative),Other,enzyme,4.688869191,4.634589639,-1.038340451,-0.054279552,0.377986807,0.458994554
G2855,CCDC24,CCDC24,coiled-coil domain containing 24,Other,other,2.982253144,3.115002168,1.096380842,0.132749024,0.37853406,0.459614091
G1417,ATP5S,DMAC2L,distal membrane arm assembly component 2 like,Cytoplasm,transporter,3.400308806,3.366584388,-1.023651345,-0.033724418,0.378646746,0.459705911
G19062,PRTFDC1,PRTFDC1,phosphoribosyl transferase domain containing 1,Cytoplasm,enzyme,3.836344849,3.714126503,-1.088407155,-0.122218346,0.379716658,0.460959744
G4569,DAGLA,DAGLA,diacylglycerol lipase alpha,Plasma Membrane,enzyme,5.878129099,5.796667371,-1.058089546,-0.081461728,0.380131704,0.461418431
G2988,CCNK,CCNK,cyclin K,Nucleus,kinase,5.694390315,5.619531256,-1.053258135,-0.074859059,0.380808801,0.46216978
G7407,GNA12,GNA12,G protein subunit alpha 12,Plasma Membrane,enzyme,6.606619542,6.558978196,-1.033573758,-0.047641346,0.380825216,0.46216978
G4821,DENND4A,DENND4A,DENN domain containing 4A,Nucleus,other,5.3270612,5.277682537,-1.034819154,-0.049378663,0.381026241,0.462368503
G25089,USP6NL,USP6NL,USP6 N-terminal like,Plasma Membrane,other,6.171679348,6.133963824,-1.02648712,-0.037715525,0.381322257,0.462682445
G4734,DDX46,DDX46,DEAD-box helicase 46,Nucleus,enzyme,5.899893571,5.830222627,-1.049477287,-0.069670944,0.381414752,0.462749405
G7372,GLTSCR1L,BICRAL,BICRA like chromatin remodeling complex associated protein,Nucleus,other,6.440188581,6.398591752,-1.029252411,-0.041596828,0.381473157,0.462774997
G1347,ATG9A,ATG9A,autophagy related 9A,Cytoplasm,transporter,6.03908093,5.983983986,-1.038928913,-0.055096944,0.381915123,0.463265846
G6146,FAM189B,ENTREP3,endosomal transmembrane epsin interactor 3,Other,other,5.757770479,5.701353509,-1.03987994,-0.056416971,0.38203611,0.463367287
G9569,KLF13,KLF13,KLF transcription factor 13,Nucleus,transcription regulator,6.525909948,6.445821036,-1.057083186,-0.080088912,0.382093047,0.463391029
G25868,ZNF16,ZNF16,zinc finger protein 16,Nucleus,transcription regulator,3.264514214,3.147235217,-1.084687152,-0.117278998,0.382148789,0.463413319
G3376,CEP72,CEP72,centrosomal protein 72,Cytoplasm,other,3.003859597,2.936479084,-1.047812453,-0.067380513,0.382225699,0.463461271
G24103,TNRC6A,TNRC6A,trinucleotide repeat containing adaptor 6A,Nucleus,other,6.570657403,6.525651514,-1.031687391,-0.045005889,0.382414937,0.463645402
G2575,CALCOCO2,CALCOCO2,calcium binding and coiled-coil domain 2,Nucleus,other,4.518728776,4.565690194,1.03308676,0.046961418,0.382603401,0.463828559
G4140,CRLF2,CRLF2,cytokine receptor like factor 2,Plasma Membrane,transmembrane receptor,2.5,2.522560559,1.015760698,0.022560559,0.382727181,0.463933271
G6834,FOXP2,FOXP2,forkhead box P2,Nucleus,transcription regulator,4.568927399,4.63833177,1.049283388,0.069404371,0.383158282,0.464298757
G2065,C16orf72,HAPSTR1,HUWE1 associated protein modifying stress responses,Other,other,6.84822166,6.810758773,-1.026307382,-0.037462887,0.38322725,0.464298757
G1137,ARL10,ARL10,ADP ribosylation factor like GTPase 10,Other,other,5.716628852,5.652905347,-1.045159775,-0.063723506,0.383250471,0.464298757
G3326,CENPB,CENPB,centromere protein B,Nucleus,other,6.503690376,6.452854806,-1.035864695,-0.05083557,0.383323774,0.464298757
G18625,PPARA,PPARA,peroxisome proliferator activated receptor alpha,Nucleus,ligand-dependent nuclear receptor,3.288437019,3.180895986,-1.077390338,-0.107541032,0.383365817,0.464298757
G10009,LDLRAD4,LDLRAD4,low density lipoprotein receptor class A domain containing 4,Cytoplasm,other,4.436407343,4.527434154,1.065127997,0.09102681,0.383874351,0.464298757
G21456,SLC35E3,SLC35E3,solute carrier family 35 member E3,Other,other,4.207608247,4.143377192,-1.045527533,-0.064231054,0.384206682,0.464298757
G16174,NCBP1,NCBP1,nuclear cap binding protein subunit 1,Nucleus,other,6.122777879,6.085991688,-1.025826106,-0.036786191,0.384829407,0.464298757
G8181,HIST1H2AK,H2AC15,H2A clustered histone 15,Nucleus,other,2.760693631,2.655599624,-1.075564472,-0.105094007,0.385049213,0.464298757
G7211,GEMIN2,GEMIN2,gem nuclear organelle associated protein 2,Nucleus,other,3.767822577,3.860620992,1.066436759,0.092798415,0.385147356,0.464298757
G22519,SPIN2B,SPIN2A/SPIN2B,spindlin family member 2A,Other,other,3.346072894,3.422068644,1.054088318,0.07599575,0.385165788,0.464298757
G7681,GPX8,GPX8,glutathione peroxidase 8 (putative),Cytoplasm,enzyme,2.5,2.6483536,1.108303956,0.1483536,0.385200691,0.464298757
G7173,GCN1,GCN1,GCN1 activator of EIF2AK4,Cytoplasm,translation regulator,6.408478559,6.287882645,-1.087183838,-0.120595914,0.385342556,0.464298757
G16935,OGFOD1,OGFOD1,2-oxoglutarate and iron dependent oxygenase domain containing 1,Cytoplasm,enzyme,5.058515554,5.099601942,1.028888316,0.041086388,0.385458008,0.464298757
G25504,XKR4,XKR4,XK related 4,Plasma Membrane,transporter,7.030036355,7.074289095,1.031148946,0.044252741,0.385612142,0.464298757
G19609,RBCK1,RBCK1,RANBP2-type and C3HC4-type zinc finger containing 1,Cytoplasm,transcription regulator,5.404173218,5.341482214,-1.044412047,-0.062691004,0.38563185,0.464298757
G18149,PIGP,PIGP,phosphatidylinositol glycan anchor biosynthesis class P,Cytoplasm,enzyme,3.323945828,3.401795243,1.055443548,0.077849416,0.386014831,0.464298757
G19995,RNASEH2B,RNASEH2B,ribonuclease H2 subunit B,Nucleus,other,2.99898634,3.124596581,1.090969101,0.125610241,0.386250634,0.464298757
G2319,C3orf67,CFAP20DC,CFAP20 domain containing,Other,other,2.543233765,2.5,-1.030420903,-0.043233765,0.38625547,0.464298757
G18543,POM121,POM121/POM121C,POM121 transmembrane nucleoporin,Nucleus,other,6.821322637,6.75855661,-1.04446636,-0.062766027,0.386869866,0.464298757
G16817,NUDT4P2,NUDT4P2,nudix hydrolase 4 pseudogene 2,Other,other,5.756324432,5.861610371,1.075707572,0.105285939,0.38690732,0.464298757
G23202,TBC1D20,TBC1D20,TBC1 domain family member 20,Nucleus,other,6.424599989,6.384750559,-1.028006531,-0.03984943,0.38693893,0.464298757
G5995,FAHD2B,FAHD2B,fumarylacetoacetate hydrolase domain containing 2B,Cytoplasm,other,2.5,2.602602898,1.073708893,0.102602898,0.387251304,0.464298757
G24157,TOX4,TOX4,TOX high mobility group box family member 4,Nucleus,other,6.072683792,6.02147206,-1.036134817,-0.051211732,0.387331504,0.464298757
G24746,UBA1,UBA1,ubiquitin like modifier activating enzyme 1,Cytoplasm,enzyme,7.346763096,7.412830529,1.046859212,0.066067433,0.387462905,0.464298757
G6528,FDX1L,FDX2,ferredoxin 2,Cytoplasm,transporter,4.254323642,4.335670314,1.058005166,0.081346672,0.38774629,0.464298757
G7447,GNL3,GNL3,G protein nucleolar 3,Nucleus,other,5.417108373,5.373634211,-1.030592616,-0.043474161,0.387831391,0.464298757
G5886,EVA1C,EVA1C,eva-1 homolog C,Extracellular Space,other,4.520534308,4.448604233,-1.051121962,-0.071930076,0.387835085,0.464298757
G4000,COX10-AS1,COX10-DT,COX10 divergent transcript,Other,other,4.693056173,4.660345754,-1.022932123,-0.032710418,0.388441315,0.464298757
G19624,RBM14-RBM4,RBM14-RBM4,RBM14-RBM4 readthrough,Other,other,2.886820642,2.734612242,-1.111269242,-0.1522084,0.388779348,0.464298757
G22982,SVBP,SVBP,small vasohibin binding protein,Other,other,5.247146953,5.170560224,-1.054520198,-0.076586729,0.388942409,0.464298757
G21449,SLC35C2,SLC35C2,solute carrier family 35 member C2,Cytoplasm,transporter,4.985953746,5.06032479,1.052901914,0.074371044,0.389110526,0.464298757
G26201,ZNF620,ZNF620,zinc finger protein 620,Nucleus,transcription regulator,5.124954424,5.054394883,-1.050123889,-0.07055954,0.389219435,0.464298757
G5082,DNAJC11,DNAJC11,DnaJ heat shock protein family (Hsp40) member C11,Cytoplasm,other,6.015334629,6.044314212,1.02029022,0.028979583,0.389304415,0.464298757
G26368,ZNF829,ZNF829,zinc finger protein 829,Other,other,3.391092542,3.310382968,-1.057538051,-0.080709574,0.389420771,0.464298757
G9079,ITGA6,ITGA6,integrin subunit alpha 6,Plasma Membrane,transmembrane receptor,2.87423288,2.962836072,1.063340165,0.088603192,0.389490966,0.464298757
G4675,DCUN1D5,DCUN1D5,defective in cullin neddylation 1 domain containing 5,Nucleus,other,6.739233061,6.780791869,1.029225287,0.041558807,0.389797299,0.464298757
G5490,EGFL7,EGFL7,EGF like domain multiple 7,Extracellular Space,other,2.566591293,2.641680653,1.053426283,0.07508936,0.389849675,0.464298757
G25061,USP31,USP31,ubiquitin specific peptidase 31,Nucleus,peptidase,6.871875081,6.807772464,-1.045434458,-0.064102617,0.389981465,0.464298757
G1445,ATP6V1G2-DDX39B,ATP6V1G2-DDX39B,ATP6V1G2-DDX39B readthrough (NMD candidate),Other,other,6.775725942,6.677498334,-1.070457567,-0.098227608,0.390248605,0.464298757
G9350,KCTD13,KCTD13,potassium channel tetramerization domain containing 13,Nucleus,ion channel,5.024874042,4.954448294,-1.050026507,-0.070425749,0.390417181,0.464298757
G7433,GNG11,GNG11,G protein subunit gamma 11,Plasma Membrane,enzyme,2.5,2.500395376,1.000274092,0.000395376,0.391002219,0.464298757
G23476,TGFB2,TGFB2,transforming growth factor beta 2,Extracellular Space,growth factor,2.5,2.500594704,1.000412303,0.000594704,0.391002219,0.464298757
G21255,SLC16A1-AS1,SLC16A1-AS1,SLC16A1 antisense RNA 1,Other,other,2.5,2.500845476,1.000586211,0.000845476,0.391002219,0.464298757
G5209,DPPA4,DPPA4,developmental pluripotency associated 4,Nucleus,other,2.5,2.501201555,1.000833201,0.001201555,0.391002219,0.464298757
G3634,CKMT2-AS1,CKMT2-AS1, ,Other,other,2.5,2.502552151,1.001770582,0.002552151,0.391002219,0.464298757
G11917,LOC101928979, , , , ,2.501510721,2.5,-1.001047701,-0.001510721,0.391002219,0.464298757
G22766,STAG3L1,STAG3L1,stromal antigen 3-like 1 (pseudogene),Other,other,2.5,2.501688889,1.001171334,0.001688889,0.391002219,0.464298757
G19168,PTCH2,PTCH2,patched 2,Plasma Membrane,transmembrane receptor,2.5,2.50178701,1.001239428,0.00178701,0.391002219,0.464298757
G6930,FUK,FCSK,fucose kinase,Cytoplasm,kinase,2.5,2.502147421,1.001489587,0.002147421,0.391002219,0.464298757
G7774,GSG1L,GSG1L,GSG1 like,Plasma Membrane,other,2.5,2.504270021,1.002964137,0.004270021,0.391002219,0.464298757
G13452,MGC72080, , , , ,2.502547568,2.5,-1.0017674,-0.002547568,0.391002219,0.464298757
G6658,FKBPL,FKBPL,FKBP prolyl isomerase like,Nucleus,other,2.502889278,2.5,-1.002004702,-0.002889278,0.391002219,0.464298757
G22254,SNRK-AS1,SNRK-AS1,SNRK antisense RNA 1,Other,other,2.503094707,2.5,-1.00214739,-0.003094707,0.391002219,0.464298757
G19470,RAD51AP1,RAD51AP1,RAD51 associated protein 1,Nucleus,other,2.5,2.503340972,1.002318469,0.003340972,0.391002219,0.464298757
G9401,KHDC1,KHDC1,KH domain containing 1,Other,other,2.507048782,2.5,-1.004897798,-0.007048782,0.391002219,0.464298757
G9283,KCNJ11,KCNJ11,potassium inwardly rectifying channel subfamily J member 11,Plasma Membrane,ion channel,2.50401536,2.5,-1.002787113,-0.00401536,0.391002219,0.464298757
G13443,MGC2889,MGC2889,uncharacterized protein MGC2889,Other,other,2.5,2.504740611,1.003291346,0.004740611,0.391002219,0.464298757
G5963,F8,F8,coagulation factor VIII,Extracellular Space,other,2.505161749,2.5,-1.00358426,-0.005161749,0.391002219,0.464298757
G16739,NSMCE2,NSMCE2,"NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase",Nucleus,enzyme,2.5,2.511246432,1.007825896,0.011246432,0.391002219,0.464298757
G174,ACOT1,ACOT1,acyl-CoA thioesterase 1,Cytoplasm,enzyme,2.505819955,2.5,-1.004042233,-0.005819955,0.391002219,0.464298757
G262,ACY1,ACY1,aminoacylase 1,Cytoplasm,peptidase,2.5,2.513147135,1.009154548,0.013147135,0.391002219,0.464298757
G5460,EFCAB5,EFCAB5,EF-hand calcium binding domain 5,Other,other,2.515546251,2.5,-1.010834108,-0.015546251,0.391002219,0.464298757
G5849,ESPL1,ESPL1,"extra spindle pole bodies like 1, separase",Nucleus,peptidase,2.5,2.507687321,1.005342666,0.007687321,0.391002219,0.464298757
G11152,LOC100130417, , , , ,2.507493527,2.5,-1.00520763,-0.007493527,0.391002219,0.464298757
G23382,TEKT2,TEKT2,tektin 2,Cytoplasm,other,2.515694654,2.5,-1.010938093,-0.015694654,0.391002219,0.464298757
G25867,ZNF157,ZNF157,zinc finger protein 157,Nucleus,transcription regulator,2.5,2.516469614,1.011481276,0.016469614,0.391002219,0.464298757
G4376,CUBN,CUBN,cubilin,Plasma Membrane,transmembrane receptor,2.509104607,2.5,-1.006330788,-0.009104607,0.391002219,0.464298757
G4852,DGAT2,DGAT2,diacylglycerol O-acyltransferase 2,Cytoplasm,enzyme,2.510865314,2.5,-1.007559693,-0.010865314,0.391002219,0.464298757
G8131,HHLA3,HHLA3,HERV-H LTR-associating 3,Other,other,2.519467531,2.5,-1.013585317,-0.019467531,0.391002219,0.464298757
G13405,MFNG,MFNG,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,Cytoplasm,enzyme,2.5,2.509636069,1.00670157,0.009636069,0.391002219,0.464298757
G16708,NRGN,NRGN,neurogranin,Cytoplasm,other,2.5,2.509890353,1.006879023,0.009890353,0.391002219,0.464298757
G16887,NXPH3,NXPH3,neurexophilin 3,Extracellular Space,other,2.510083024,2.5,-1.0070135,-0.010083024,0.391002219,0.464298757
G18680,PPM1M,PPM1M,"protein phosphatase, Mg2+/Mn2+ dependent 1M",Nucleus,phosphatase,2.5,2.512854103,1.008949595,0.012854103,0.391002219,0.464298757
G19247,PTPRD-AS1,PTPRD-AS1,PTPRD antisense RNA 1,Other,other,2.5,2.511987363,1.008343622,0.011987363,0.391002219,0.464298757
G23389,TEN1-CDK3,TEN1-CDK3,TEN1-CDK3 readthrough (NMD candidate),Other,other,2.5,2.525367182,1.017738685,0.025367182,0.391002219,0.464298757
G25915,ZNF230,ZNF230,zinc finger protein 230,Nucleus,transcription regulator,2.523496374,2.5,-1.016419793,-0.023496374,0.391002219,0.464298757
G26027,ZNF396,ZNF396,zinc finger protein 396,Nucleus,transcription regulator,2.5,2.523966458,1.016751034,0.023966458,0.391002219,0.464298757
G142,ACADS,ACADS,acyl-CoA dehydrogenase short chain,Cytoplasm,enzyme,2.5,2.51981226,1.013827541,0.01981226,0.391002219,0.464298757
G1296,ASPRV1,ASPRV1,aspartic peptidase retroviral like 1,Other,peptidase,2.5,2.514684664,1.010230612,0.014684664,0.391002219,0.464298757
G6730,FLT4,FLT4,fms related receptor tyrosine kinase 4,Plasma Membrane,transmembrane receptor,2.5,2.516377464,1.011416671,0.016377464,0.391002219,0.464298757
G9516,KIF2C,KIF2C,kinesin family member 2C,Nucleus,other,2.5,2.514283349,1.009949635,0.014283349,0.391002219,0.464298757
G9866,KY,KY,kyphoscoliosis peptidase,Cytoplasm,other,2.534349857,2.5,-1.024095216,-0.034349857,0.391002219,0.464298757
G12707,LRR1,LRR1,leucine rich repeat protein 1,Cytoplasm,enzyme,2.5,2.516381074,1.011419203,0.016381074,0.391002219,0.464298757
G18636,PPEF1,PPEF1,protein phosphatase with EF-hand domain 1,Extracellular Space,phosphatase,2.5,2.52929712,1.02051481,0.02929712,0.391002219,0.464298757
G19312,PXDC1,PXDC1,PX domain containing 1,Other,other,2.5,2.519586022,1.013668568,0.019586022,0.391002219,0.464298757
G20935,SERPINB1,SERPINB1,serpin family B member 1,Cytoplasm,other,2.519547666,2.5,-1.013641619,-0.019547666,0.391002219,0.464298757
G3184,CDH3,CDH3,cadherin 3,Plasma Membrane,other,2.538388467,2.5,-1.026966034,-0.038388467,0.391002219,0.464298757
G5362,DYRK4,DYRK4,dual specificity tyrosine phosphorylation regulated kinase 4,Nucleus,kinase,2.5,2.522781578,1.015916323,0.022781578,0.391002219,0.464298757
G12564,LOC653513,LOC653513, ,Other,other,2.5,2.543008817,1.03026025,0.043008817,0.391002219,0.464298757
G12620,LOC81691, , , , ,2.5,2.5228987,1.015998801,0.0228987,0.391002219,0.464298757
G18316,PLCH1,PLCH1,phospholipase C eta 1,Cytoplasm,enzyme,2.5,2.537034455,1.026002648,0.037034455,0.391002219,0.464298757
G19826,RGPD4,RGPD4 (includes others),RANBP2 like and GRIP domain containing 5,Nucleus,enzyme,2.525705257,2.5,-1.017977206,-0.025705257,0.391002219,0.464298757
G24666,TUBD1,TUBD1,tubulin delta 1,Cytoplasm,other,2.526424364,2.5,-1.018484739,-0.026424364,0.391002219,0.464298757
G25064,USP32P2,USP32P2,ubiquitin specific peptidase 32 pseudogene 2,Other,other,2.523089587,2.5,-1.01613324,-0.023089587,0.391002219,0.464298757
