PG.ProteinGroups,PG.Genes,ConditionNorm_N40_N_2,ConditionNorm_N40_N_3,ConditionNorm_N40_N_4,ConditionNorm_N40_N_5,ConditionNorm_N41_N_1,ConditionNorm_N41_N_2,ConditionNorm_N41_N_3,ConditionNorm_N41_N_4,ConditionNorm_N41_N_5,MedianConditionNormN40N,MedianConditionNormN41N,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog(adj.P.Val),TotalPeptidesOverallInGene,NES Assoc
Q8NFC6,BOD1L1,0.164593431,0.154233927,0.141152871,0.18043407,0.193613033,0.141601394,0.098008182,0.139689292,0.11913819,0.159413679,0.139689292,0.0168756,0.151665775,0.820767601,0.44117073,0.609907979,-7.958333518,"330,466",0.214735685,63,1
Q9H425,C1orf198,1.110067649,1.294394154,1.169665929,1.27998691,1.228487753,1.150498054,1.292788801,1.398568692,1.310709098,1.224826419,1.292788801,-0.054057165,1.240557243,-0.814247404,0.444636575,0.614056725,-7.963909611,"36,346",0.211791508,10,1
Q765P7,MTSS1L,,,,,,,,,,,,0.231330879,0.918867956,0.812907836,0.445351024,0.614859723,-7.965050741,"79,929",0.211223955,,1
O60858,TRIM13,0.707272986,0.736599512,0.951931643,0.84152343,0.990833924,0.82609439,0.9774384,0.713985317,0.969621461,0.789061471,0.969621461,-0.067756115,0.84320995,-0.812686754,0.445469015,0.614930802,-7.965238926,"46,988",0.211173752,7,1
Q9NV35,NUDT15,0.006309939,1.00E-07,0.007060074,1.00E-07,1.00E-07,1.00E-07,0.063629935,1.00E-07,0.005479819,0.003155019,1.00E-07,-0.012565006,0.009625056,-0.81062791,0.446568881,0.61617309,-7.966989412,"18,609",0.210297273,7,1
O75182,SIN3B,0.133838988,0.156989557,0.031086009,0.0933205,0.181670785,0.153458927,0.106884391,0.0833256,0.116877894,0.113579744,0.116877894,-0.027526162,0.117571845,-0.803944348,0.450152616,0.620654799,-7.972647008,"133,066",0.207149882,31,1
Q9NXV6,CDKN2AIP,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.003123643,1.00E-07,1.00E-07,1.00E-07,-0.000780886,0.000390543,-0.802634468,0.450857352,0.621348499,-7.973751332,"61,125",0.206664746,18,1
O14559,ARHGAP33,0.16536451,0.18160633,0.253304843,0.139430982,0.20773223,0.091853024,0.280769521,0.341724557,0.279830889,0.17348542,0.279830889,-0.045593167,0.20772325,-0.799432953,0.452583096,0.623169517,-7.976444239,"137,213",0.205393799,9,1
Q9Y4F1,FARP1,0.079349576,0.065666287,0.098409557,0.071482812,0.092423774,0.059365603,0.054210659,0.074620458,0.060201294,0.075416194,0.060201294,0.008571934,0.074441091,0.792690188,0.456232916,0.62772761,-7.982086953,"118,633",0.202228769,33,1
Q8IY37,DHX37,0.047558664,0.010528018,0.030644209,0.034732572,0.039572769,0.038954612,0.021494261,0.054172819,0.059967907,0.03268839,0.039572769,-0.00768275,0.034707241,-0.779364394,0.463506633,0.635937428,-7.993122936,"129,545",0.196585614,33,1
P37235,HPCAL1,1.00E-07,0.007893825,0.007822225,1.00E-07,0.037691055,0.006078601,1.00E-07,1.00E-07,1.00E-07,0.003911162,1.00E-07,-0.007013402,0.007435763,-0.777519209,0.464520131,0.636949893,-7.994638876,"22,313",0.195894731,2,1
Q14738,PPP2R5D,0.039871496,0.000136163,1.00E-07,0.012709755,1.00E-07,0.009598931,0.025961273,0.073766844,0.036631733,0.006422959,0.025961273,-0.014152409,0.020255583,-0.77525632,0.465765158,0.638089294,-7.996493924,"69,992",0.195118542,19,1
Q7Z6B7,SRGAP1,1.00E-07,0.025483631,1.00E-07,1.00E-07,0.109621835,1.00E-07,1.00E-07,1.00E-07,0.02436042,1.00E-07,1.00E-07,-0.021034551,0.016888258,-0.773303388,0.466841505,0.639185038,-7.998091275,"124,264",0.1943734,17,1
Q92833,JARID2,1.130120388,0.97190714,1.079133215,1.554850607,1.668800915,1.005094919,1.276963837,1.338081076,2.029631447,1.104626801,1.338081076,-0.138232349,1.253119012,-0.765026409,0.4714224,0.644788684,-8.004824059,"138,734",0.190582593,6,1
Q9Y2K5,R3HDM2,0.199251913,0.267210581,0.316063574,0.322419743,0.130766085,0.761815514,0.547816837,0.135190658,0.349881558,0.291637078,0.349881558,-0.117660821,0.335066863,-0.763656373,0.472183621,0.645553819,-8.005932678,"106,999",0.190067545,5,1
Q9NW64,RBM22,0.134911865,0.177986937,0.198806977,0.138791968,0.189541181,0.18063185,0.20946322,0.135754792,0.093417318,0.158389453,0.18063185,-0.016223324,0.170736099,-0.763642616,0.47219127,0.645553819,-8.005943802,"46,896",0.190067545,17,1
P35789,ZNF93,0.198040093,0.160637449,0.328562311,0.308229783,0.239656188,0.329894254,0.205293361,0.395732453,0.196672085,0.253134938,0.239656188,-0.043776655,0.270755737,-0.75929229,0.474614027,0.648195169,-8.009452998,"70,971",0.18829421,2,1
Q8N608,DPP10,0.06269043,0.136676199,0.160169101,0.018839169,0.195442374,0.028182448,0.161195235,0.135874845,0.152309931,0.099683314,0.152309931,-0.035580001,0.112383725,-0.755521312,0.476721018,0.650304298,-8.012481312,"90,888",0.186883376,7,1
O95125,ZNF202,0.18898799,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.114839897,1.00E-07,0.352411923,1.00E-07,1.00E-07,1.00E-07,-0.069565932,0.082030039,-0.753160992,0.478043066,0.651819229,-8.014370365,"74,720",0.185872832,2,1
P24821,TNC,0.026425233,1.00E-07,1.00E-07,0.033689858,0.090213328,0.006167194,0.01670686,0.010158277,0.08173039,0.013212666,0.01670686,-0.015782592,0.022920119,-0.749502643,0.480097096,0.653944865,-8.017288492,"240,853",0.184458866,29,1
P17098,ZNF8,0.528882825,0.510827912,0.469342414,0.411955283,0.443975122,0.465295016,0.531828716,0.34504164,0.431264066,0.490085163,0.443975122,0.033716985,0.463393616,0.749129981,0.480306668,0.65413396,-8.017585081,"64,970",0.184333303,3,1
Q8IYK8,REM2,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.002636016,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.000658979,0.00032959,-0.744920073,0.482678497,0.656880392,-8.020927004,"37,139",0.182513702,6,1
Q5T5U3,ARHGAP21,0.223908167,0.198419322,0.285431927,0.210262933,0.27817435,0.259687076,0.24843263,0.203626663,0.225168683,0.21708555,0.24843263,-0.017974592,0.238492883,-0.743115873,0.483697396,0.658073296,-8.022354373,"217,331",0.181725732,27,1
Q96JX3,SERAC1,1.00E-07,0.027542266,0.019972738,1.00E-07,0.020701555,0.001987027,1.00E-07,1.00E-07,0.034473726,0.009986419,0.001987027,0.006206605,0.008775498,0.740804436,0.485004876,0.659463982,-8.024178777,"74,147",0.180808919,9,1
Q5T6F0,DCAF12,1.739977534,4.736872469,4.413844588,2.649422854,3.908354621,1.904876774,5.580984487,5.218017097,3.067890696,3.531633721,3.908354621,-0.768028884,3.769043803,-0.724886141,0.494073856,0.668824668,-8.036612536,"50,517",0.174687717,4,1
P49419,ALDH7A1,0.01545767,0.021037672,0.020003178,0.018374197,1.00E-07,0.019763427,0.016465545,0.02367038,0.01704438,0.019188687,0.01704438,0.003743316,0.016846521,0.719583243,0.497120038,0.672180736,-8.040703761,"58,487",0.172513938,30,1
Q96GX1,TCTN2,1.00E-07,1.00E-07,0.064267086,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.224960591,1.00E-07,1.00E-07,1.00E-07,-0.040173376,0.036153535,-0.710596675,0.502310686,0.678108425,-8.04757854,"76,871",0.16870086,1,1
P62253,UBE2G1,1.00E-07,0.041643715,0.030662883,1.00E-07,1.00E-07,1.00E-07,0.013649532,0.024950373,0.035360669,0.015331491,0.013649532,0.008426673,0.013863363,0.710194759,0.502543666,0.67812591,-8.047884285,"19,509",0.168689661,6,1
Q13485,SMAD4,0.192362186,0.032872252,0.149498721,0.091748391,0.087159495,0.187758529,1.00E-07,0.049079335,0.154749329,0.120623556,0.087159495,0.035621023,0.098809876,0.697847212,0.509735892,0.685919976,-8.057205122,"60,439",0.163726549,11,1
Q8NI27,THOC2,0.04792583,0.040558778,0.033858195,0.06525551,0.07731227,0.044443566,0.045389045,0.048329242,0.059161882,0.044242304,0.048329242,-0.006968952,0.050384054,-0.694320197,0.511802614,0.688230047,-8.059841805,"182,775",0.162266371,49,1
Q86VP3,PACS2,0.133969146,0.053135733,0.196694836,0.188041482,0.831248842,0.06817382,0.029754988,0.15596995,0.049714272,0.161005314,0.06817382,-0.128326601,0.2071236,-0.693761038,0.512130764,0.688550392,-8.06025876,"97,702",0.16206427,16,1
P58335,ANTXR2,0.383398498,0.512623346,0.403461516,0.480229394,0.576196496,0.316075655,0.363587315,0.34553089,0.617463131,0.441845455,0.363587315,0.0445806,0.422637889,0.689385343,0.514703427,0.691121581,-8.06351164,"53,666",0.160445545,8,1
Q9UBT7,CTNNAL1,0.837070582,0.88482496,0.8462219,0.911240525,0.904286043,0.818224266,0.86978408,0.813721438,0.769932637,0.86552343,0.818224266,0.018335535,0.860671724,0.684023755,0.517867141,0.693841413,-8.067473226,"81,896",0.158739782,9,1
Q9BVN2,RUSC1,0.288676388,0.058690286,0.060361814,1.285823828,0.339779608,0.335891881,0.902211359,1.021055312,0.767908602,0.174519101,0.767908602,-0.226346461,0.536561309,-0.680087695,0.520197668,0.696156844,-8.070364496,"96,444",0.157292903,4,1
Q8IY18,SMC5,0.028778512,0.034381755,0.035452661,0.006101538,0.022482848,0.022962557,0.01138168,0.027700066,0.007831551,0.031580133,0.022482848,0.005046829,0.023655202,0.678192664,0.521322111,0.697431832,-8.071751359,"128,806",0.156498235,32,1
P52799,EFNB2,0.592940276,0.695088336,0.752178571,0.49424761,0.589676169,0.579747862,0.912454253,0.704179203,0.724599902,0.644014306,0.704179203,-0.062900673,0.665064035,-0.677720132,0.521602737,0.697633287,-8.072096655,"36,923",0.156372806,11,1
P13984,GTF2F2,0.164412561,0.178550927,0.164869803,0.163097038,0.217735338,0.158616658,0.204927603,0.13930515,0.204916377,0.164641182,0.204916377,-0.012413605,0.173939385,-0.676832595,0.522130089,0.698046234,-8.072744647,"28,380",0.156115812,18,1
Q9HAH7,FBRS,1.32086115,0.907756094,0.530674457,1.43694585,1.25476627,0.578082598,1.638468524,1.546736768,0.579494091,1.114308622,1.25476627,-0.205454152,1.151786464,-0.671263648,0.525446805,0.701658169,-8.076793728,"48,388",0.153874414,3,1
Q9Y2J4,AMOTL2,1.105709747,1.366894171,1.295892006,1.33045782,1.208996116,1.3739166,1.196763358,1.113669769,1.283902047,1.313174913,1.208996116,0.051401975,1.249037448,0.667253621,0.527843381,0.704511466,-8.079691343,"85,764",0.152111935,10,1
O60229,KALRN,0.105597852,0.174073876,0.132733581,0.157324243,0.093341518,0.147336009,0.179062029,0.078638861,0.205295764,0.145028912,0.147336009,0.017837783,0.133513496,0.664699385,0.52937353,0.706091535,-8.081529137,"340,174",0.151138995,71,1
Q8IY33,MICALL2,1.00E-07,1.00E-07,1.00E-07,0.017745434,1.00E-07,1.00E-07,1.00E-07,0.005745364,1.00E-07,1.00E-07,1.00E-07,0.003000018,0.002936425,0.659559239,0.532461319,0.709385786,-8.085208887,"97,502",0.149117518,8,1
Q8IWE5,PLEKHM2,0.03834083,0.013017411,1.00E-07,1.00E-07,0.148277005,1.00E-07,1.00E-07,1.00E-07,0.023691203,0.006508756,1.00E-07,-0.024229716,0.024954468,-0.656947015,0.534034886,0.711131229,-8.087069378,"112,780",0.148050249,6,1
Q9NRG4,SMYD2,1.00E-07,1.00E-07,0.157654634,1.00E-07,0.159488098,1.00E-07,0.148106705,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.037485017,0.058156242,-0.652740324,0.53657509,0.713450417,-8.09005192,"49,688",0.146636204,1,1
P63096,GNAI1,0.198577138,0.204861203,0.159889428,0.181614371,0.198735407,0.191143042,0.184612033,0.115927439,0.165571508,0.190095754,0.184612033,0.013631054,0.179420008,0.652711546,0.536592494,0.713450417,-8.090072266,"40,361",0.146636204,6,1
Q96HI0,SENP5,0.198328718,0.293892733,0.250153007,0.276971285,0.305018004,0.193607103,0.627048824,0.164851338,0.224738686,0.263562146,0.224738686,-0.067794881,0.288733877,-0.64996975,0.538252233,0.715105229,-8.092007092,"86,693",0.145630046,6,1
Q68DQ2,CRYBG3,0.162834688,0.263807066,0.225903231,0.152709636,0.237866331,0.287808827,0.23290733,0.145963487,0.256138927,0.194368959,0.237866331,-0.024822839,0.213725074,-0.649342173,0.538632587,0.715339974,-8.092448956,"330,633",0.145487505,30,1
Q9ULX9,MAFF,0.754990676,0.214147376,1.733150753,0.211248273,0.666169151,0.592760195,0.207444223,0.513561794,0.206679567,0.484569026,0.513561794,0.233400429,0.611684055,0.648492517,0.539147804,0.715921384,-8.093046585,"17,760",0.145134666,1,1
Q9Y2H9,MAST1,0.056390387,0.053143529,0.05345874,1.00E-07,0.157152417,0.026709566,0.071851973,1.00E-07,0.236036328,0.053301135,0.071851973,-0.023180325,0.052338352,-0.647754998,0.539595272,0.716412677,-8.093564782,"170,677",0.144836738,19,1
Q9UH99,SUN2,0.206456571,0.112632407,0.155029202,0.124588741,0.14583042,0.143434079,0.128734187,0.12718919,0.107639532,0.139808971,0.128734187,0.013379761,0.14298685,0.644219261,0.541743698,0.718785933,-8.096041881,"80,311",0.143400431,16,1
O94910,ADGRL1,0.775569132,0.614039308,0.777831657,1.006970762,0.763371054,1.095143119,0.700622587,0.911854795,0.756133009,0.776700394,0.763371054,-0.074145174,0.830675302,-0.642965856,0.542506584,0.719451503,-8.096917144,"162,717",0.142998476,12,1
Q86UK7,ZNF598,0.350485063,0.321974689,0.296638092,0.200368821,0.286079395,0.306028821,0.30065286,0.369494973,0.378550627,0.30930639,0.306028821,-0.023197346,0.303965339,-0.640841965,0.543800817,0.720616337,-8.098396853,"98,637",0.142295896,25,1
Q9Y689,ARL5A,0.143604015,1.00E-07,1.00E-07,0.014212403,0.011928584,0.073055065,0.228457482,1.00E-07,1.00E-07,0.007106251,0.011928584,-0.038906153,0.058907231,-0.63838448,0.545300721,0.722121236,-8.100103599,"20,728",0.141389883,3,1
P51793,CLCN4,0.200510633,0.076289577,1.00E-07,0.003144543,0.130728572,1.00E-07,1.00E-07,0.009260265,0.067113174,0.03971706,0.009260265,0.034988954,0.052491736,0.637274953,0.54597875,0.722708594,-8.100872284,"84,917",0.141036781,3,1
Q7Z7K2,ZNF467,0.423610897,0.414211963,0.238974049,0.372655091,0.483129022,0.670274845,0.360353737,0.200576273,0.621317005,0.393433527,0.483129022,-0.066220469,0.395473234,-0.634760771,0.547517088,0.724197222,-8.102609758,"65,124",0.140143146,1,1
Q9HBT8,ZNF286A,1.00E-07,1.00E-07,0.330500702,1.00E-07,1.00E-07,1.00E-07,0.116897121,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.053400895,0.055924803,0.63040817,0.550186603,0.726821736,-8.105603379,"60,175",0.138572093,1,1
Q9H7P9,PLEKHG2,1.009186239,0.852082316,0.936109363,0.760622151,0.941421631,0.859655676,0.873128816,0.705478984,0.80327142,0.894095839,0.859655676,0.044578741,0.867210647,0.630188215,0.550321717,0.726896371,-8.105754177,"147,969",0.138527499,12,1
P17017,ZNF14,0.084959412,0.189565675,0.238769189,0.037612234,0.278074117,0.048183462,0.192765132,0.193553578,0.220384854,0.137262544,0.193553578,-0.040417445,0.15793535,-0.629023543,0.551037491,0.727737844,-8.106551881,"75,353",0.13802504,2,1
O75083,WDR1,0.00612927,1.00E-07,0.000519216,1.00E-07,0.013220203,1.00E-07,1.00E-07,0.002074378,1.00E-07,0.000259658,1.00E-07,-0.002161524,0.002742933,-0.627919957,0.55171625,0.728530198,-8.107306542,"66,194",0.137552442,29,1
Q8NB50,ZFP62,0.022828852,0.120287352,0.108852378,0.085717172,0.001228789,0.569937606,0.091503422,0.005837319,0.202675751,0.097284775,0.091503422,-0.082705345,0.125774111,-0.621895409,0.555430661,0.73297304,-8.111405608,"102,511",0.134911999,5,1
Q92785,DPF2,0.07487796,0.097802215,0.06762849,0.069251804,0.10644703,0.073686262,0.081346034,0.073247441,0.08709804,0.072064882,0.081346034,-0.006291574,0.080535905,-0.620234032,0.556457654,0.733952563,-8.112529839,"44,155",0.134332009,23,1
P26378,ELAVL4,0.279186091,0.047894425,0.077111234,0.08105353,0.40605559,1.00E-07,0.055532124,0.283853717,0.042036082,0.079082382,0.055532124,-0.065049063,0.153835851,-0.615435022,0.559430676,0.737137812,-8.115762272,"41,770",0.132451311,3,1
Q92551,IP6K1,0.133648881,0.178225184,0.359058726,0.194263217,0.23189513,0.152850264,0.187825002,0.170611804,0.214912358,0.1862442,0.187825002,0.030503452,0.201047276,0.605544391,0.565588229,0.7434654,-8.12235376,"50,236",0.128739238,6,1
Q9UJ83,HACL1,0.026641794,0.082587113,0.0301661,0.027299383,1.00E-07,1.00E-07,0.094017237,0.011525225,0.341218328,0.028732741,0.011525225,0.015287932,0.034029632,0.596749872,0.571097368,0.749519697,-8.128134704,"63,729",0.125216949,14,1
P78356,PIP4K2B,0.117284482,0.086262345,0.124276493,0.020075119,0.174496798,0.003957653,0.061641443,1.00E-07,0.156999301,0.101773414,0.061641443,0.026950612,0.073499304,0.591769728,0.574231168,0.752671021,-8.131374761,"47,378",0.123394805,13,1
Q8N6N6,NATD1,1.00E-07,0.176877025,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.45294079,1.00E-07,1.00E-07,1.00E-07,1.00E-07,-0.069015941,0.078727302,-0.58740164,0.576988174,0.75596325,-8.134196571,"13,032",0.121499316,3,1
O14490,DLGAP1,1.00E-07,1.00E-07,1.00E-07,0.717646793,1.00E-07,1.00E-07,0.281893679,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.108938279,0.124942634,0.584738981,0.578672578,0.757843961,-8.135907453,"108,873",0.120420206,1,1
Q96AJ1,CLUAP1,0.094367273,0.151570342,1.00E-07,1.00E-07,0.145836654,0.08295987,0.125052797,0.002450475,0.049280743,0.047183686,0.08295987,-0.027590495,0.075279701,-0.582502736,0.580089457,0.759165905,-8.137338947,"48,125",0.119663305,3,1
O94827,PLEKHG5,0.04832056,0.012683834,0.215725373,0.112101196,0.267988744,0.239139874,0.025689666,0.031856744,0.143213731,0.080210878,0.143213731,-0.043961017,0.119188249,-0.576205301,0.584090375,0.76310578,-8.141343602,"117,451",0.117415257,3,1
O00767,SCD,1.822812094,1.835990312,1.693054091,1.66661105,1.751960848,1.779182878,1.784580835,1.801793626,1.73835999,1.757933092,1.779182878,-0.02476266,1.766998217,-0.571784358,0.586908666,0.765922022,-8.144131509,"41,523",0.115815443,6,1
Q9H3H1,TRIT1,0.083195227,0.041962321,0.039603324,0.096986068,0.008478015,0.093561759,0.054430636,0.055297609,0.053218676,0.062578774,0.054430636,0.01249473,0.05918937,0.570179411,0.587933741,0.766785979,-8.145138814,"52,725",0.115325837,16,1
Q92966,SNAPC3,0.375349534,0.365665365,0.395002623,0.381994118,0.418207977,0.325689753,0.427995933,0.398912974,0.416404998,0.378671826,0.416404998,-0.013198749,0.386102285,-0.570098641,0.587985355,0.766785979,-8.145189439,"46,753",0.115325837,5,1
Q96JC9,EAF1,0.737260547,0.897979143,0.958296043,0.624494677,0.995118967,0.34934298,0.795544527,0.736979612,0.831380243,0.817619845,0.795544527,0.085261081,0.761877062,0.569042236,0.588660676,0.767558399,-8.145850984,"29,042",0.114888572,3,1
Q12974,PTP4A2,0.284892048,0.237569002,0.271537909,0.271655211,0.304800168,0.177546121,0.267037153,0.25381881,0.254000019,0.27159656,0.254000019,0.015612979,0.258607053,0.565647164,0.590834042,0.76966219,-8.147969541,"19,127",0.113699848,8,1
Q96BT7,ALKBH8,0.409568774,0.239147302,0.157720217,0.413408889,0.033666754,0.15422384,0.646565465,0.038119485,0.813841411,0.324358038,0.15422384,0.086817409,0.261552591,0.565481718,0.59094007,0.76966219,-8.148072487,"75,208",0.113699848,7,1
Q6ZNB6,NFXL1,0.067670462,0.082410773,0.080610334,0.069321813,0.043156332,1.00E-07,0.146167047,0.042857746,0.1092168,0.074966074,0.043156332,0.01695804,0.066524326,0.560373114,0.594219358,0.772953318,-8.151237828,"101,339",0.111846734,22,1
Q76NI1,KNDC1,1.00E-07,1.00E-07,0.080503064,1.00E-07,0.033661573,1.00E-07,1.00E-07,1.00E-07,0.667124278,1.00E-07,1.00E-07,0.011710373,0.014270655,0.555185512,0.597559957,0.776643149,-8.154425451,"191,397",0.109778485,1,1
P56270,MAZ,0.089376001,0.827586179,0.241211781,0.219649532,0.122760222,0.360936002,0.383601135,0.127199176,0.333869831,0.230430656,0.333869831,0.095831739,0.296540004,0.552739429,0.599138822,0.778236329,-8.155919152,"48,608",0.108888499,4,1
O95989,NUDT3,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.00160066,1.00E-07,1.00E-07,1.00E-07,-0.00040014,0.00020017,-0.551467099,0.599961002,0.778778523,-8.15669373,"19,471",0.108586034,5,1
P83369,LSM11,1.00E-07,0.115969005,0.007748016,1.00E-07,0.028071162,0.032338577,1.00E-07,1.00E-07,0.058210234,0.003874058,0.028071162,0.015826821,0.023015895,0.550741074,0.600430444,0.779252283,-8.157134997,"39,500",0.108321917,2,1
Q7Z6J0,SH3RF1,0.1137461,0.098024893,0.227845949,0.075381989,0.023324593,1.00E-07,0.259003122,0.088811242,0.030078828,0.105885497,0.030078828,0.035964969,0.110767249,0.550043616,0.60088161,0.779535761,-8.157558403,"93,129",0.108163957,9,1
Q9ULH1,ASAP1,1.00E-07,0.057648868,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.014625883,0.011305581,1.00E-07,1.00E-07,1.00E-07,0.007929376,0.010447604,0.549902567,0.600972874,0.779544781,-8.157643971,"125,498",0.108158932,17,1
Q15139,PRKD1,0.128769992,0.087798298,0.039572718,0.072806403,0.073424348,0.068037714,1.00E-07,0.121773594,0.074983089,0.080302351,0.073424348,0.016427914,0.074022896,0.545836543,0.603607097,0.782303227,-8.160102033,"101,704",0.106624878,5,1
Q8NG27,PJA1,3.014228856,3.012066453,2.818998004,2.909915914,2.746591884,3.204860709,2.790660175,3.340149944,3.331953931,2.960991183,3.204860709,-0.081763371,2.979683992,-0.543931336,0.604843634,0.783686133,-8.161248081,"71,002",0.105857838,1,1
Q92625,ANKS1A,0.059877869,0.064822951,0.060150774,1.00E-07,0.011171401,0.040422437,0.063927239,0.029418794,0.072640549,0.060014321,0.040422437,0.009977956,0.041223946,0.543675662,0.605009682,0.783791442,-8.1614016,"123,108",0.105799483,27,1
Q86U06,RBM23,2.405826065,3.062339603,2.531069281,2.490964435,2.860125444,2.776883389,2.619498417,2.575703433,2.882196817,2.511016858,2.776883389,-0.085502825,2.665301259,-0.542335715,0.605880331,0.784809407,-8.162205091,"48,731",0.1052358,3,1
Q12980,NPRL3,0.107929145,1.00E-07,0.124087682,1.00E-07,0.153627324,0.131656808,0.020672949,0.026810423,0.277321911,0.053964623,0.131656808,-0.025187619,0.070598066,-0.539588702,0.607667426,0.786353117,-8.163846663,"63,605",0.104382387,6,1
Q9UBC3,DNMT3B,0.041081875,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.033945003,0.03719,0.009501897,1.00E-07,0.009501897,-0.007513257,0.014027172,-0.53421396,0.611172483,0.790114762,-8.167036491,"95,751",0.102309824,16,1
Q7Z6J6,FRMD5,0.299077228,0.285228849,0.442937876,0.455134536,0.445180123,0.550324449,0.26118366,0.381819911,0.430708818,0.371007552,0.430708818,-0.039032413,0.390110829,-0.533912289,0.611369544,0.790259025,-8.167214662,"65,065",0.102230536,4,1
Q9Y5B0,CTDP1,0.016776799,0.041436966,0.020461251,0.010645231,0.052736859,0.00909524,0.020378001,0.030746423,0.019149034,0.018619025,0.020378001,-0.005909069,0.025284596,-0.533573459,0.611590921,0.790434674,-8.167414671,"104,399",0.102134017,19,1
P51957,NEK4,0.131889739,0.02475267,0.08834925,0.120394374,0.091323899,1.00E-07,0.132193579,0.066250663,1.00E-07,0.104371812,0.066250663,0.018904448,0.081894284,0.533180356,0.611847813,0.790656168,-8.167646571,"94,597",0.102012337,12,1
Q8TF44,C2CD4C,0.106577936,0.089932697,1.00E-07,1.00E-07,0.030518023,1.00E-07,1.00E-07,0.092172285,1.00E-07,0.044966398,1.00E-07,0.018455081,0.039900167,0.531956817,0.612647775,0.791468677,-8.168367362,"44,576",0.101566268,2,1
Q13472,TOP3A,0.169627998,0.168343979,0.215524336,0.175119829,0.193697786,0.141855142,0.120070416,0.220646318,0.153514326,0.172373914,0.153514326,0.01308662,0.175610725,0.526920375,0.615946709,0.794842048,-8.171318369,"112,372",0.099719166,8,1
Q9P1Y5,CAMSAP3,0.177677905,0.06659017,0.161403658,0.059378986,0.126121258,0.107352046,0.146848209,0.15105594,0.158802472,0.113996914,0.146848209,-0.016581684,0.124553522,-0.526528502,0.6162038,0.795062843,-8.1715469,"134,750",0.099598543,18,1
Q08AF3,SLFN5,0.041167225,0.018546544,0.151843347,0.050073328,1.00E-07,0.097144455,1.00E-07,0.083998848,1.00E-07,0.045620277,1.00E-07,0.020121735,0.055346743,0.526200849,0.616418803,0.79522928,-8.17173786,"101,055",0.099507638,9,1
Q96P70,IPO9,0.057056572,0.066250567,0.067621958,0.058230335,0.076905201,0.046589892,0.072293679,0.068039705,0.076482863,0.062240451,0.072293679,-0.003667261,0.064123489,-0.522727291,0.618700646,0.797839076,-8.173755582,"115,963",0.098084697,31,1
Q9UNA4,POLI,0.125197873,0.143161351,0.157699683,0.141982176,0.23668639,0.188508796,0.151683764,0.065338748,0.111760029,0.142571764,0.151683764,-0.018544154,0.151282348,-0.52127552,0.619655704,0.79895923,-8.174595251,"83,006",0.097475382,11,1
Q9UPT9,USP22,0.017910948,0.15991046,0.017975498,0.630262877,1.00E-07,0.456761729,1.00E-07,1.00E-07,1.00E-07,0.088942979,1.00E-07,0.092324438,0.160352726,0.517205019,0.622337783,0.801746571,-8.176938083,"59,961",0.095962889,6,1
Q14642,INPP5A,1.00E-07,1.00E-07,0.106859928,0.113136736,1.00E-07,0.065593066,1.00E-07,0.078361692,0.211941054,0.053430014,0.065593066,0.019010477,0.045493978,0.516739436,0.622644959,0.801918832,-8.177204979,"47,820",0.095869588,6,1
Q14644,RASA3,0.120651886,0.146353383,0.169010587,0.191231508,0.279773435,0.224893396,0.144350645,0.073430579,0.257511575,0.157681985,0.224893396,-0.023800172,0.168711927,-0.515786643,0.623273835,0.802616975,-8.177750479,"95,699",0.095491659,22,1
O15018,PDZD2,1.00E-07,0.196595612,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.089732621,0.378798037,1.00E-07,1.00E-07,0.026715748,0.035791104,0.511591919,0.626046573,0.805626529,-8.180141047,"301,641",0.093866241,5,1
Q86U38,NOP9,0.023208338,1.00E-07,0.026464546,0.029343557,0.01786077,0.024640676,1.00E-07,0.019497442,0.01847553,0.024836442,0.01847553,0.004254388,0.017626941,0.511314654,0.62623008,0.805750531,-8.180298427,"69,438",0.0937994,20,1
O14832,PHYH,2.974427463,1.402790884,0.656099397,1.323034285,0.842517328,1.121048902,2.281920263,0.941563523,1.271897609,1.362912585,1.121048902,0.292325503,1.442925256,0.509482148,0.627443646,0.806862859,-8.181336604,"38,538",0.093200275,3,1
Q9NZI7,UBP1,0.001099256,0.030737327,0.073683824,0.057981406,0.00654803,0.258357386,1.00E-07,0.02320144,0.07937455,0.044359366,0.02320144,-0.031151286,0.056451096,-0.501136747,0.63298622,0.811957629,-8.186021029,"60,491",0.090466633,11,1
